File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/101-200-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/533.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	9
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	07:06:45
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.604929
Signal Max.	16.447033
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	13.247581
0.000667	0.04	13.231373
0.001333	0.04	13.182867
0.002000	0.04	13.185546
0.002667	0.04	13.176811
0.003333	0.04	13.149944
0.004000	0.04	13.166052
0.004667	0.04	13.185546
0.005333	0.04	13.143909
0.006000	0.04	13.170086
0.006667	0.04	13.152630
0.007333	0.04	13.166052
0.008000	0.04	13.134534
0.008667	0.04	13.120466
0.009333	0.04	13.147930
0.010000	0.04	13.137201
0.010667	0.04	13.148608
0.011333	0.04	13.152630
0.012000	0.04	13.121799
0.012667	0.04	13.122476
0.013333	0.04	13.111768
0.014000	0.04	13.064367
0.014667	0.04	13.081692
0.015333	0.04	13.102406
0.016000	0.04	13.123138
0.016667	0.04	13.160011
0.017333	0.04	13.165380
0.018000	0.04	13.155980
0.018667	0.04	13.201698
0.019333	0.04	13.209106
0.020000	0.04	13.219893
0.020667	0.04	13.215178
0.021333	0.04	13.252316
0.022000	0.04	13.248264
0.022667	0.04	13.252986
0.023333	0.04	13.258393
0.024000	0.04	13.251640
0.024667	0.04	13.224619
0.025333	0.04	13.224619
0.026000	0.04	13.205742
0.026667	0.04	13.203728
0.027333	0.04	13.225303
0.028000	0.04	13.180168
0.028667	0.04	13.182180
0.029333	0.04	13.156652
0.030000	0.04	13.205742
0.030667	0.04	13.160011
0.031333	0.04	13.166723
0.032000	0.04	13.169415
0.032667	0.04	13.174801
0.033333	0.04	13.168061
0.034000	0.04	13.164043
0.034667	0.04	13.151287
0.035333	0.04	13.151287
0.036000	0.04	13.141890
0.036667	0.04	13.149944
0.037333	0.04	13.137873
0.038000	0.04	13.134534
0.038667	0.04	13.132515
0.039333	0.04	13.151287
0.040000	0.04	13.160011
0.040667	0.04	13.140555
0.041333	0.04	13.175451
0.042000	0.04	13.178150
0.042667	0.04	13.181515
0.043333	0.04	13.159332
0.044000	0.04	13.211804
0.044667	0.04	13.186893
0.045333	0.04	13.144588
0.046000	0.04	13.187558
0.046667	0.04	13.150622
0.047333	0.04	13.165380
0.048000	0.04	13.117786
0.048667	0.04	13.141890
0.049333	0.04	13.155309
0.050000	0.04	13.141890
0.050667	0.04	13.127830
0.051333	0.04	13.099055
0.052000	0.04	13.113762
0.052667	0.04	13.079696
0.053333	0.04	13.090379
0.054000	0.04	13.080371
0.054667	0.04	13.085708
0.055333	0.04	13.087044
0.056000	0.04	13.115763
0.056667	0.04	13.108420
0.057333	0.04	13.088380
0.058000	0.04	13.083035
0.058667	0.04	13.066361
0.059333	0.04	13.075697
0.060000	0.04	13.084372
0.060667	0.04	13.087044
0.061333	0.04	13.103737
0.062000	0.04	13.123809
0.062667	0.04	13.141232
0.063333	0.04	13.129169
0.064000	0.04	13.133847
0.064667	0.04	13.130510
0.065333	0.04	13.132515
0.066000	0.04	13.137201
0.066667	0.04	13.157989
0.067333	0.04	13.200349
0.068000	0.04	13.190932
0.068667	0.04	13.235420
0.069333	0.04	13.213154
0.070000	0.04	13.217883
0.070667	0.04	13.205742
0.071333	0.04	13.203053
0.072000	0.04	13.164043
0.072667	0.04	13.169415
0.073333	0.04	13.154645
0.074000	0.04	13.175451
0.074667	0.04	13.178150
0.075333	0.04	13.143247
0.076000	0.04	13.196995
0.076667	0.04	13.244199
0.077333	0.04	13.236089
0.078000	0.04	13.250287
0.078667	0.04	13.273971
0.079333	0.04	13.246235
0.080000	0.04	13.271946
0.080667	0.04	13.256370
0.081333	0.04	13.286831
0.082000	0.04	13.269236
0.082667	0.04	13.305825
0.083333	0.04	13.288196
0.084000	0.04	13.292281
0.084667	0.04	13.283447
0.085333	0.04	13.280743
0.086000	0.04	13.261777
0.086667	0.04	13.275320
0.087333	0.04	13.218553
0.088000	0.04	13.232710
0.088667	0.04	13.239483
0.089333	0.04	13.220576
0.090000	0.04	13.220576
0.090667	0.04	13.199009
0.091333	0.04	13.188920
0.092000	0.04	13.225970
0.092667	0.04	13.192960
0.093333	0.04	13.210455
0.094000	0.04	13.220576
0.094667	0.04	13.208440
0.095333	0.04	13.201698
0.096000	0.04	13.235420
0.096667	0.04	13.194973
0.097333	0.04	13.225970
0.098000	0.04	13.220576
0.098667	0.04	13.179496
0.099333	0.04	13.195647
0.100000	0.04	13.190251
0.100667	0.04	13.203053
0.101333	0.04	13.178830
0.102000	0.04	13.192279
0.102667	0.04	13.206409
0.103333	0.04	13.206409
0.104000	0.04	13.200349
0.104667	0.04	13.180168
0.105333	0.04	13.147930
0.106000	0.04	13.166723
0.106667	0.04	13.143247
0.107333	0.04	13.162699
0.108000	0.04	13.183527
0.108667	0.04	13.194300
0.109333	0.04	13.220576
0.110000	0.04	13.263808
0.110667	0.04	13.280743
0.111333	0.04	13.266526
0.112000	0.04	13.292281
0.112667	0.04	13.282768
0.113333	0.04	13.318745
0.114000	0.04	13.333017
0.114667	0.04	13.313987
0.115333	0.04	13.304487
0.116000	0.04	13.294311
0.116667	0.04	13.270583
0.117333	0.04	13.278708
0.118000	0.04	13.255016
0.118667	0.04	13.255016
0.119333	0.04	13.254339
0.120000	0.04	13.270583
0.120667	0.04	13.254339
0.121333	0.04	13.246904
0.122000	0.04	13.271946
0.122667	0.04	13.211804
0.123333	0.04	13.203053
0.124000	0.04	13.185546
0.124667	0.04	13.211804
0.125333	0.04	13.185546
0.126000	0.04	13.164716
0.126667	0.04	13.188920
0.127333	0.04	13.184873
0.128000	0.04	13.156652
0.128667	0.04	13.170086
0.129333	0.04	13.168061
0.130000	0.04	13.183527
0.130667	0.04	13.213154
0.131333	0.04	13.193626
0.132000	0.04	13.182180
0.132667	0.04	13.185546
0.133333	0.04	13.182180
0.134000	0.04	13.171423
0.134667	0.04	13.147930
0.135333	0.04	13.123809
0.136000	0.04	13.139214
0.136667	0.04	13.131844
0.137333	0.04	13.123138
0.138000	0.04	13.135189
0.138667	0.04	13.160684
0.139333	0.04	13.155309
0.140000	0.04	13.163372
0.140667	0.04	13.193626
0.141333	0.04	13.205069
0.142000	0.04	13.189585
0.142667	0.04	13.227321
0.143333	0.04	13.216535
0.144000	0.04	13.213828
0.144667	0.04	13.255016
0.145333	0.04	13.266526
0.146000	0.04	13.301084
0.146667	0.04	13.273971
0.147333	0.04	13.278708
0.148000	0.04	13.313987
0.148667	0.04	13.299726
0.149333	0.04	13.263140
0.150000	0.04	13.282768
0.150667	0.04	13.281414
0.151333	0.04	13.264479
0.152000	0.04	13.238130
0.152667	0.04	13.210455
0.153333	0.04	13.207091
0.154000	0.04	13.186219
0.154667	0.04	13.189585
0.155333	0.04	13.201031
