File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/967.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	18
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	28-Apr-25
Injection Time	22:48:29
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.265817
Signal Max.	116.232773
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.382022
0.000667	0.04	12.371293
0.001333	0.04	12.372556
0.002000	0.04	12.419321
0.002667	0.04	12.409187
0.003333	0.04	12.414243
0.004000	0.04	12.407292
0.004667	0.04	12.404140
0.005333	0.04	12.451011
0.006000	0.04	12.435791
0.006667	0.04	12.409826
0.007333	0.04	12.435156
0.008000	0.04	12.441492
0.008667	0.04	12.421216
0.009333	0.04	12.442127
0.010000	0.04	12.421844
0.010667	0.04	12.433880
0.011333	0.04	12.419321
0.012000	0.04	12.414243
0.012667	0.04	12.428181
0.013333	0.04	12.385170
0.014000	0.04	12.363729
0.014667	0.04	12.343580
0.015333	0.04	12.323472
0.016000	0.04	12.320326
0.016667	0.04	12.315923
0.017333	0.04	12.319697
0.018000	0.04	12.334782
0.018667	0.04	12.375715
0.019333	0.04	12.361850
0.020000	0.04	12.397182
0.020667	0.04	12.394018
0.021333	0.04	12.399075
0.022000	0.04	12.414243
0.022667	0.04	12.413623
0.023333	0.04	12.423754
0.024000	0.04	12.438316
0.024667	0.04	12.430079
0.025333	0.04	12.431981
0.026000	0.04	12.434527
0.026667	0.04	12.422478
0.027333	0.04	12.458634
0.028000	0.04	12.435791
0.028667	0.04	12.427552
0.029333	0.04	12.468795
0.030000	0.04	12.494882
0.030667	0.04	12.462430
0.031333	0.04	12.493619
0.032000	0.04	12.491699
0.032667	0.04	12.501893
0.033333	0.04	12.481512
0.034000	0.04	12.535073
0.034667	0.04	12.555550
0.035333	0.04	12.528689
0.036000	0.04	12.570281
0.036667	0.04	12.576044
0.037333	0.04	12.608790
0.038000	0.04	12.592729
0.038667	0.04	12.601711
0.039333	0.04	12.595293
0.040000	0.04	12.583088
0.040667	0.04	12.604279
0.041333	0.04	12.558100
0.042000	0.04	12.604279
0.042667	0.04	12.561941
0.043333	0.04	12.584380
0.044000	0.04	12.560672
0.044667	0.04	12.558100
0.045333	0.04	12.574124
0.046000	0.04	12.543388
0.046667	0.04	12.574124
0.047333	0.04	12.558741
0.048000	0.04	12.564513
0.048667	0.04	12.551689
0.049333	0.04	12.565788
0.050000	0.04	12.565147
0.050667	0.04	12.564513
0.051333	0.04	12.540188
0.052000	0.04	12.535073
0.052667	0.04	12.547859
0.053333	0.04	12.524853
0.054000	0.04	12.549154
0.054667	0.04	12.517827
0.055333	0.04	12.515917
0.056000	0.04	12.522946
0.056667	0.04	12.543388
0.057333	0.04	12.523565
0.058000	0.04	12.545304
0.058667	0.04	12.537641
0.059333	0.04	12.565788
0.060000	0.04	12.536993
0.060667	0.04	12.542115
0.061333	0.04	12.545951
0.062000	0.04	12.534433
0.062667	0.04	12.508903
0.063333	0.04	12.521662
0.064000	0.04	12.527410
0.064667	0.04	12.510826
0.065333	0.04	12.510826
0.066000	0.04	12.508265
0.066667	0.04	12.500618
0.067333	0.04	12.520391
0.068000	0.04	12.495520
0.068667	0.04	12.520391
0.069333	0.04	12.529328
0.070000	0.04	12.542115
0.070667	0.04	12.528057
0.071333	0.04	12.531888
0.072000	0.04	12.510826
0.072667	0.04	12.520391
0.073333	0.04	12.510826
0.074000	0.04	12.513993
0.074667	0.04	12.506342
0.075333	0.04	12.486606
0.076000	0.04	12.466900
0.076667	0.04	12.484685
0.077333	0.04	12.489793
0.078000	0.04	12.514639
0.078667	0.04	12.494244
0.079333	0.04	12.515917
0.080000	0.04	12.514639
