File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/568.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	45
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	08:23:31
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.723739
Signal Max.	125.525238
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.995234
0.000667	0.04	12.973379
0.001333	0.04	12.968081
0.002000	0.04	12.925174
0.002667	0.04	12.927805
0.003333	0.04	12.928466
0.004000	0.04	12.912663
0.004667	0.04	12.938364
0.005333	0.04	12.927805
0.006000	0.04	12.886333
0.006667	0.04	12.939685
0.007333	0.04	12.905405
0.008000	0.04	12.950906
0.008667	0.04	12.966763
0.009333	0.04	12.988614
0.010000	0.04	12.968764
0.010667	0.04	12.976704
0.011333	0.04	12.984636
0.012000	0.04	13.015145
0.012667	0.04	13.003197
0.013333	0.04	12.987288
0.014000	0.04	12.937042
0.014667	0.04	12.917924
0.015333	0.04	12.911337
0.016000	0.04	12.886333
0.016667	0.04	12.885675
0.017333	0.04	12.867296
0.018000	0.04	12.898811
0.018667	0.04	12.882386
0.019333	0.04	12.914626
0.020000	0.04	12.947600
0.020667	0.04	12.958829
0.021333	0.04	12.938364
0.022000	0.04	12.956851
0.022667	0.04	12.978678
0.023333	0.04	12.981322
0.024000	0.04	12.969412
0.024667	0.04	12.979341
0.025333	0.04	12.951574
0.026000	0.04	12.957520
0.026667	0.04	12.974704
0.027333	0.04	12.923854
0.028000	0.04	12.923854
0.028667	0.04	12.910670
0.029333	0.04	12.922527
0.030000	0.04	12.900149
0.030667	0.04	12.926486
0.031333	0.04	12.906724
0.032000	0.04	12.928466
0.032667	0.04	12.892256
0.033333	0.04	12.907391
0.034000	0.04	12.928466
0.034667	0.04	12.908042
0.035333	0.04	12.927805
0.036000	0.04	12.933087
0.036667	0.04	12.926486
0.037333	0.04	12.900149
0.038000	0.04	12.910670
0.038667	0.04	12.913975
0.039333	0.04	12.914626
0.040000	0.04	12.868610
0.040667	0.04	12.868610
0.041333	0.04	12.858759
0.042000	0.04	12.857447
0.042667	0.04	12.854834
0.043333	0.04	12.837795
0.044000	0.04	12.860078
0.044667	0.04	12.821434
0.045333	0.04	12.831898
0.046000	0.04	12.867296
0.046667	0.04	12.833208
0.047333	0.04	12.858759
0.048000	0.04	12.878454
0.048667	0.04	12.843026
0.049333	0.04	12.869260
0.050000	0.04	12.873867
0.050667	0.04	12.906724
0.051333	0.04	12.867296
0.052000	0.04	12.900801
0.052667	0.04	12.899491
0.053333	0.04	12.879770
0.054000	0.04	12.874511
0.054667	0.04	12.892256
0.055333	0.04	12.893572
0.056000	0.04	12.899491
0.056667	0.04	12.886333
0.057333	0.04	12.897522
0.058000	0.04	12.918575
0.058667	0.04	12.905405
0.059333	0.04	12.892906
0.060000	0.04	12.904740
0.060667	0.04	12.896206
0.061333	0.04	12.910670
0.062000	0.04	12.905405
0.062667	0.04	12.918575
0.063333	0.04	12.908708
0.064000	0.04	12.910670
0.064667	0.04	12.935721
0.065333	0.04	12.908042
0.066000	0.04	12.894223
0.066667	0.04	12.910018
0.067333	0.04	12.937702
0.068000	0.04	12.904101
0.068667	0.04	12.923186
0.069333	0.04	12.900801
0.070000	0.04	12.915278
0.070667	0.04	12.896206
0.071333	0.04	12.927805
0.072000	0.04	12.875833
0.072667	0.04	12.885675
0.073333	0.04	12.910670
0.074000	0.04	12.890933
0.074667	0.04	12.910670
0.075333	0.04	12.915278
0.076000	0.04	12.920562
0.076667	0.04	12.902119
0.077333	0.04	12.963461
0.078000	0.04	12.914626
0.078667	0.04	12.935721
0.079333	0.04	12.931113
0.080000	0.04	12.947600
0.080667	0.04	12.927805
0.081333	0.04	12.893572
0.082000	0.04	12.896206
0.082667	0.04	12.890281
0.083333	0.04	12.892906
0.084000	0.04	12.886333
0.084667	0.04	12.849578
0.085333	0.04	12.879106
0.086000	0.04	12.867296
0.086667	0.04	12.897522
0.087333	0.04	12.886984
0.088000	0.04	12.900149
0.088667	0.04	12.919236
0.089333	0.04	12.893572
0.090000	0.04	12.918575
0.090667	0.04	12.907391
0.091333	0.04	12.949591
0.092000	0.04	12.942981
0.092667	0.04	12.931767
0.093333	0.04	12.942981
0.094000	0.04	12.964778
0.094667	0.04	12.954867
0.095333	0.04	12.944303
0.096000	0.04	12.959497
0.096667	0.04	12.935068
0.097333	0.04	12.928466
0.098000	0.04	12.952890
0.098667	0.04	12.950245
0.099333	0.04	12.948923
0.100000	0.04	12.964778
0.100667	0.04	12.981322
0.101333	0.04	12.958829
0.102000	0.04	12.968081
0.102667	0.04	12.991260
0.103333	0.04	12.995903
0.104000	0.04	12.975367
0.104667	0.04	12.956182
0.105333	0.04	12.990604
0.106000	0.04	12.954867
0.106667	0.04	12.966763
0.107333	0.04	12.978015
0.108000	0.04	12.986632
0.108667	0.04	12.983966
0.109333	0.04	13.000549
0.110000	0.04	12.974041
0.110667	0.04	12.966108
0.111333	0.04	12.957520
0.112000	0.04	12.968764
0.112667	0.04	12.956851
0.113333	0.04	12.966108
0.114000	0.04	12.980666
0.114667	0.04	12.976704
0.115333	0.04	12.968764
0.116000	0.04	12.976704
0.116667	0.04	12.979997
0.117333	0.04	13.005854
0.118000	0.04	12.973379
0.118667	0.04	13.005854
0.119333	0.04	12.974041
0.120000	0.04	12.987945
0.120667	0.04	12.985299
0.121333	0.04	12.943648
0.122000	0.04	12.967419
0.122667	0.04	12.967419
0.123333	0.04	12.952222
0.124000	0.04	12.974704
0.124667	0.04	12.956182
0.125333	0.04	12.954867
0.126000	0.04	12.942981
0.126667	0.04	12.927146
0.127333	0.04	12.903437
0.128000	0.04	12.934401
0.128667	0.04	12.908708
0.129333	0.04	12.894881
0.130000	0.04	12.890933
0.130667	0.04	12.888301
0.131333	0.04	12.881743
0.132000	0.04	12.885675
0.132667	0.04	12.864668
0.133333	0.04	12.902771
0.134000	0.04	12.895539
0.134667	0.04	12.892906
0.135333	0.04	12.895539
0.136000	0.04	12.881743
0.136667	0.04	12.882386
0.137333	0.04	12.875167
0.138000	0.04	12.860078
0.138667	0.04	12.890281
0.139333	0.04	12.880427
0.140000	0.04	12.855476
0.140667	0.04	12.857447
0.141333	0.04	12.846313
0.142000	0.04	12.829277
0.142667	0.04	12.859415
0.143333	0.04	12.843026
0.144000	0.04	12.828645
0.144667	0.04	12.813603
0.145333	0.04	12.794006
0.146000	0.04	12.797279
0.146667	0.04	12.800525
0.147333	0.04	12.806401
0.148000	0.04	12.787497
0.148667	0.04	12.831898
0.149333	0.04	12.834526
0.150000	0.04	12.826018
0.150667	0.04	12.864668
0.151333	0.04	12.846960
0.152000	0.04	12.853508
0.152667	0.04	12.865332
0.153333	0.04	12.843026
0.154000	0.04	12.845650
0.154667	0.04	12.801187
0.155333	0.04	12.812287
0.156000	0.04	12.820132
0.156667	0.04	12.797279
0.157333	0.04	12.810987
0.158000	0.04	12.813603
0.158667	0.04	12.820787
0.159333	0.04	12.799892
0.160000	0.04	12.814905
0.160667	0.04	12.827975
0.161333	0.04	12.819477
0.162000	0.04	12.849578
0.162667	0.04	12.849578
0.163333	0.04	12.843026
0.164000	0.04	12.888301
0.164667	0.04	12.892256
0.165333	0.04	12.917257
0.166000	0.04	12.887649
0.166667	0.04	12.870574
0.167333	0.04	12.864011
0.168000	0.04	12.906724
0.168667	0.04	12.900149
0.169333	0.04	12.871238
0.170000	0.04	12.839762
0.170667	0.04	12.867953
0.171333	0.04	12.918575
0.172000	0.04	12.908042
0.172667	0.04	12.915278
0.173333	0.04	12.921228
0.174000	0.04	12.929779
0.174667	0.04	12.922527
0.175333	0.04	12.921866
0.176000	0.04	12.888958
0.176667	0.04	12.894223
0.177333	0.04	12.864668
0.178000	0.04	12.875833
0.178667	0.04	12.917257
0.179333	0.04	12.906079
0.180000	0.04	12.877798
0.180667	0.04	12.896856
0.181333	0.04	12.888958
0.182000	0.04	12.929126
0.182667	0.04	12.877798
0.183333	0.04	12.917924
0.184000	0.04	12.860078
0.184667	0.04	12.896206
