File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/101-200-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/887.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	4
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	05:20:14
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.754923
Signal Max.	30.611252
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	13.035068
0.000667	0.04	13.036420
0.001333	0.04	13.031747
0.002000	0.04	13.017804
0.002667	0.04	13.027762
0.003333	0.04	13.035740
0.004000	0.04	13.059700
0.004667	0.04	13.077693
0.005333	0.04	13.039067
0.006000	0.04	13.054374
0.006667	0.04	13.066361
0.007333	0.04	13.073034
0.008000	0.04	13.047050
0.008667	0.04	13.052382
0.009333	0.04	13.067029
0.010000	0.04	13.066361
0.010667	0.04	13.049709
0.011333	0.04	13.038409
0.012000	0.04	13.005854
0.012667	0.04	12.975367
0.013333	0.04	12.962807
0.014000	0.04	12.961482
0.014667	0.04	12.969412
0.015333	0.04	12.989277
0.016000	0.04	13.006517
0.016667	0.04	13.041064
0.017333	0.04	13.043720
0.018000	0.04	13.043056
0.018667	0.04	13.057699
0.019333	0.04	13.062366
0.020000	0.04	13.063694
0.020667	0.04	13.043056
0.021333	0.04	13.040400
0.022000	0.04	13.073034
0.022667	0.04	13.046392
0.023333	0.04	13.043056
0.024000	0.04	13.057025
0.024667	0.04	13.075029
0.025333	0.04	13.051693
0.026000	0.04	13.116441
0.026667	0.04	13.092382
0.027333	0.04	13.069031
0.028000	0.04	13.089033
0.028667	0.04	13.086376
0.029333	0.04	13.103067
0.030000	0.04	13.089033
0.030667	0.04	13.099055
0.031333	0.04	13.093044
0.032000	0.04	13.091708
0.032667	0.04	13.088380
0.033333	0.04	13.069031
0.034000	0.04	13.079696
0.034667	0.04	13.095711
0.035333	0.04	13.060373
0.036000	0.04	13.065695
0.036667	0.04	13.054374
0.037333	0.04	13.044387
0.038000	0.04	13.009167
0.038667	0.04	13.027762
0.039333	0.04	12.997231
0.040000	0.04	13.009167
0.040667	0.04	13.014474
0.041333	0.04	13.019790
0.042000	0.04	13.011816
0.042667	0.04	13.025766
0.043333	0.04	13.034410
0.044000	0.04	13.046392
0.044667	0.04	13.027104
0.045333	0.04	13.045706
0.046000	0.04	13.081032
0.046667	0.04	13.037737
0.047333	0.04	13.024452
0.048000	0.04	13.035068
0.048667	0.04	13.029758
0.049333	0.04	13.015145
0.050000	0.04	13.020448
0.050667	0.04	13.032419
0.051333	0.04	13.044387
0.052000	0.04	13.021777
0.052667	0.04	13.042397
0.053333	0.04	13.055699
0.054000	0.04	13.059039
0.054667	0.04	13.031081
0.055333	0.04	13.053041
0.056000	0.04	13.037737
0.056667	0.04	13.030423
0.057333	0.04	13.055040
0.058000	0.04	12.979997
0.058667	0.04	12.996574
0.059333	0.04	13.004525
0.060000	0.04	13.003197
0.060667	0.04	13.009830
0.061333	0.04	12.983966
0.062000	0.04	13.051042
0.062667	0.04	12.997887
0.063333	0.04	13.016475
0.064000	0.04	13.073694
0.064667	0.04	13.053699
0.065333	0.04	13.071033
0.066000	0.04	13.062366
0.066667	0.04	13.079696
