File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/271.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	42
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	07:19:37
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.673893
Signal Max.	123.832726
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.776410
0.000667	0.04	12.780970
0.001333	0.04	12.753613
0.002000	0.04	12.771845
0.002667	0.04	12.780970
0.003333	0.04	12.772496
0.004000	0.04	12.791400
0.004667	0.04	12.818823
0.005333	0.04	12.792046
0.006000	0.04	12.804447
0.006667	0.04	12.782269
0.007333	0.04	12.787497
0.008000	0.04	12.782269
0.008667	0.04	12.784878
0.009333	0.04	12.788129
0.010000	0.04	12.799232
0.010667	0.04	12.784226
0.011333	0.04	12.801187
0.012000	0.04	12.760127
0.012667	0.04	12.763371
0.013333	0.04	12.730879
0.014000	0.04	12.706882
0.014667	0.04	12.708827
0.015333	0.04	12.711423
0.016000	0.04	12.725695
0.016667	0.04	12.745824
0.017333	0.04	12.761423
0.018000	0.04	12.771198
0.018667	0.04	12.809671
0.019333	0.04	12.828645
0.020000	0.04	12.823406
0.020667	0.04	12.876476
0.021333	0.04	12.847617
0.022000	0.04	12.846313
0.022667	0.04	12.840418
0.023333	0.04	12.850242
0.024000	0.04	12.856140
0.024667	0.04	12.861384
0.025333	0.04	12.843697
0.026000	0.04	12.847617
0.026667	0.04	12.864668
0.027333	0.04	12.848280
0.028000	0.04	12.831250
0.028667	0.04	12.844352
0.029333	0.04	12.846313
0.030000	0.04	12.863348
0.030667	0.04	12.875167
0.031333	0.04	12.859415
0.032000	0.04	12.870574
0.032667	0.04	12.829277
0.033333	0.04	12.825362
0.034000	0.04	12.846313
0.034667	0.04	12.842391
0.035333	0.04	12.845650
0.036000	0.04	12.836486
0.036667	0.04	12.839762
0.037333	0.04	12.837795
0.038000	0.04	12.850242
0.038667	0.04	12.848928
0.039333	0.04	12.845650
0.040000	0.04	12.848280
0.040667	0.04	12.862048
0.041333	0.04	12.852217
0.042000	0.04	12.847617
0.042667	0.04	12.841074
0.043333	0.04	12.858102
0.044000	0.04	12.860729
0.044667	0.04	12.867296
0.045333	0.04	12.848280
0.046000	0.04	12.851553
0.046667	0.04	12.850904
0.047333	0.04	12.852217
0.048000	0.04	12.835175
0.048667	0.04	12.800525
0.049333	0.04	12.826673
0.050000	0.04	12.844352
0.050667	0.04	12.847617
