File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/132.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	99
Position	6
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	03:33:41
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.661612
Signal Max.	139.250244
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	13.041723
0.000667	0.04	13.033077
0.001333	0.04	12.979997
0.002000	0.04	12.985954
0.002667	0.04	12.994576
0.003333	0.04	12.974704
0.004000	0.04	12.978678
0.004667	0.04	12.987288
0.005333	0.04	12.987945
0.006000	0.04	13.008510
0.006667	0.04	12.964124
0.007333	0.04	12.978678
0.008000	0.04	12.968764
0.008667	0.04	12.939685
0.009333	0.04	12.956851
0.010000	0.04	12.971399
0.010667	0.04	12.991260
0.011333	0.04	12.996574
0.012000	0.04	12.997887
0.012667	0.04	13.005189
0.013333	0.04	12.969412
0.014000	0.04	12.927805
0.014667	0.04	12.894223
0.015333	0.04	12.856790
0.016000	0.04	12.851553
0.016667	0.04	12.873867
0.017333	0.04	12.874511
0.018000	0.04	12.871238
0.018667	0.04	12.858759
0.019333	0.04	12.891598
0.020000	0.04	12.897522
0.020667	0.04	12.881085
0.021333	0.04	12.923186
0.022000	0.04	12.927805
0.022667	0.04	12.913975
0.023333	0.04	12.928466
0.024000	0.04	12.944963
0.024667	0.04	12.971399
0.025333	0.04	12.954206
0.026000	0.04	12.948923
0.026667	0.04	12.927146
0.027333	0.04	12.964778
0.028000	0.04	12.943648
0.028667	0.04	12.930439
0.029333	0.04	12.917257
0.030000	0.04	12.925174
0.030667	0.04	12.932426
0.031333	0.04	12.947600
0.032000	0.04	12.939031
0.032667	0.04	12.950906
0.033333	0.04	12.956851
0.034000	0.04	12.962807
0.034667	0.04	12.937702
0.035333	0.04	12.942321
0.036000	0.04	12.933087
0.036667	0.04	12.935068
0.037333	0.04	12.929779
0.038000	0.04	12.917924
0.038667	0.04	12.923854
0.039333	0.04	12.935068
0.040000	0.04	12.931767
0.040667	0.04	12.976704
0.041333	0.04	12.972060
0.042000	0.04	12.961482
0.042667	0.04	12.946280
0.043333	0.04	12.948255
0.044000	0.04	12.913975
0.044667	0.04	12.916604
0.045333	0.04	12.901467
0.046000	0.04	12.901467
0.046667	0.04	12.946280
0.047333	0.04	12.938364
0.048000	0.04	12.901467
0.048667	0.04	12.934401
0.049333	0.04	12.935721
0.050000	0.04	12.958168
0.050667	0.04	12.960820
0.051333	0.04	12.933087
0.052000	0.04	12.991924
0.052667	0.04	12.965440
0.053333	0.04	12.985299
0.054000	0.04	13.011816
0.054667	0.04	13.003197
0.055333	0.04	13.041723
0.056000	0.04	13.033743
0.056667	0.04	13.054374
0.057333	0.04	13.017138
0.058000	0.04	12.984636
0.058667	0.04	12.948923
0.059333	0.04	12.966108
