File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/101-200-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/956.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	11
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	07:49:21
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.747768
Signal Max.	15.221133
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	13.199682
0.000667	0.04	13.234736
0.001333	0.04	13.227321
0.002000	0.04	13.242179
0.002667	0.04	13.189585
0.003333	0.04	13.182180
0.004000	0.04	13.197661
0.004667	0.04	13.172096
0.005333	0.04	13.153301
0.006000	0.04	13.180168
0.006667	0.04	13.201031
0.007333	0.04	13.164716
0.008000	0.04	13.220576
0.008667	0.04	13.234736
0.009333	0.04	13.248264
0.010000	0.04	13.226645
0.010667	0.04	13.259069
0.011333	0.04	13.282099
0.012000	0.04	13.215178
0.012667	0.04	13.194300
0.013333	0.04	13.178150
0.014000	0.04	13.147930
0.014667	0.04	13.135859
0.015333	0.04	13.124477
0.016000	0.04	13.080371
0.016667	0.04	13.139214
0.017333	0.04	13.150622
0.018000	0.04	13.157989
0.018667	0.04	13.161355
0.019333	0.04	13.153966
0.020000	0.04	13.208440
0.020667	0.04	13.202372
0.021333	0.04	13.185546
0.022000	0.04	13.176811
0.022667	0.04	13.207767
0.023333	0.04	13.228657
0.024000	0.04	13.177485
0.024667	0.04	13.186893
0.025333	0.04	13.193626
0.026000	0.04	13.199682
0.026667	0.04	13.183527
0.027333	0.04	13.186219
0.028000	0.04	13.192279
0.028667	0.04	13.206409
0.029333	0.04	13.229347
0.030000	0.04	13.190932
0.030667	0.04	13.201031
0.031333	0.04	13.224619
0.032000	0.04	13.237453
0.032667	0.04	13.251640
0.033333	0.04	13.253670
0.034000	0.04	13.250964
0.034667	0.04	13.282099
0.035333	0.04	13.275320
0.036000	0.04	13.278037
0.036667	0.04	13.265834
0.037333	0.04	13.254339
0.038000	0.04	13.244199
0.038667	0.04	13.297018
0.039333	0.04	13.271259
0.040000	0.04	13.327580
0.040667	0.04	13.296347
0.041333	0.04	13.282768
0.042000	0.04	13.286831
0.042667	0.04	13.281414
0.043333	0.04	13.269236
0.044000	0.04	13.246235
0.044667	0.04	13.273971
0.045333	0.04	13.242847
0.046000	0.04	13.331657
0.046667	0.04	13.264479
0.047333	0.04	13.268550
0.048000	0.04	13.273293
0.048667	0.04	13.274649
0.049333	0.04	13.288875
0.050000	0.04	13.288875
0.050667	0.04	13.303794
0.051333	0.04	13.257038
0.052000	0.04	13.267888
0.052667	0.04	13.286831
0.053333	0.04	13.300412
0.054000	0.04	13.303794
0.054667	0.04	13.301084
0.055333	0.04	13.292953
0.056000	0.04	13.303794
0.056667	0.04	13.320786
0.057333	0.04	13.328941
0.058000	0.04	13.308558
0.058667	0.04	13.322139
0.059333	0.04	13.301764
0.060000	0.04	13.291581
0.060667	0.04	13.277352
0.061333	0.04	13.283447
0.062000	0.04	13.292281
0.062667	0.04	13.293632
0.063333	0.04	13.323499
0.064000	0.04	13.291581
0.064667	0.04	13.284133
0.065333	0.04	13.313314
0.066000	0.04	13.307198
0.066667	0.04	13.316026
