File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/875.smp/TCD_AuxRight.channel/TCD_AuxRight.chm
Channel	TCD_AuxRight

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	28
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	02:21:28
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	12001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	mV
Signal Min.	-8.695276
Signal Max.	297.197205
Channel	TCD_AuxRight
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.1
Max. Step (s)	0.1
Average Step (s)	0.1

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (mV)
0.000000	n.a.	0.010879
0.001667	0.1	0.009915
0.003333	0.1	0.010339
0.005000	0.1	0.010109
0.006667	0.1	0.009451
0.008333	0.1	0.010416
0.010000	0.1	0.010416
0.011667	0.1	0.010416
0.013333	0.1	0.010416
0.015000	0.1	0.010416
0.016667	0.1	0.010416
0.018333	0.1	0.010416
0.020000	0.1	0.010416
0.021667	0.1	0.010416
0.023333	0.1	0.010416
0.025000	0.1	0.010416
0.026667	0.1	0.010416
0.028333	0.1	0.010416
0.030000	0.1	0.010416
0.031667	0.1	0.010416
0.033333	0.1	0.010416
0.035000	0.1	0.010416
0.036667	0.1	0.010416
0.038333	0.1	0.010416
0.040000	0.1	0.010416
0.041667	0.1	0.010416
0.043333	0.1	0.010416
0.045000	0.1	0.010416
0.046667	0.1	0.010416
0.048333	0.1	0.010416
0.050000	0.1	0.010416
0.051667	0.1	0.010416
0.053333	0.1	0.010416
0.055000	0.1	0.010416
0.056667	0.1	0.010416
0.058333	0.1	0.010416
0.060000	0.1	0.010416
0.061667	0.1	0.010416
0.063333	0.1	0.010416
0.065000	0.1	0.010416
0.066667	0.1	0.010416
0.068333	0.1	0.010416
0.070000	0.1	0.010416
0.071667	0.1	0.010416
0.073333	0.1	0.010416
0.075000	0.1	0.010416
0.076667	0.1	0.010416
0.078333	0.1	0.010416
0.080000	0.1	0.010416
0.081667	0.1	0.010416
0.083333	0.1	0.010416
0.085000	0.1	0.010416
0.086667	0.1	0.010416
0.088333	0.1	0.010416
0.090000	0.1	0.010416
0.091667	0.1	0.010416
0.093333	0.1	0.010416
0.095000	0.1	0.010416
0.096667	0.1	0.010416
0.098333	0.1	0.010416
0.100000	0.1	0.010416
0.101667	0.1	0.010416
0.103333	0.1	0.010416
0.105000	0.1	0.010416
0.106667	0.1	0.010416
0.108333	0.1	0.010416
0.110000	0.1	0.010416
0.111667	0.1	0.010416
0.113333	0.1	0.010416
0.115000	0.1	0.010416
0.116667	0.1	0.010416
0.118333	0.1	0.010416
0.120000	0.1	0.010416
0.121667	0.1	0.010416
0.123333	0.1	0.010416
0.125000	0.1	0.010416
0.126667	0.1	0.010416
0.128333	0.1	0.010416
0.130000	0.1	0.010416
0.131667	0.1	0.010416
0.133333	0.1	0.010416
0.135000	0.1	0.010416
0.136667	0.1	0.010416
0.138333	0.1	0.010416
0.140000	0.1	0.010416
0.141667	0.1	0.010416
0.143333	0.1	0.010416
0.145000	0.1	0.010416
0.146667	0.1	0.010416
0.148333	0.1	0.010416
0.150000	0.1	0.010416
0.151667	0.1	0.010416
0.153333	0.1	0.001003
0.155000	0.1	0.038503
0.156667	0.1	0.039583
0.158333	0.1	0.041088
0.160000	0.1	0.042592
0.161667	0.1	0.044059
0.163333	0.1	0.046219
0.165000	0.1	0.048302
0.166667	0.1	0.051466
0.168333	0.1	0.053279
0.170000	0.1	0.056018
0.171667	0.1	0.057754
0.173333	0.1	0.061496
0.175000	0.1	0.064428
0.176667	0.1	0.066049
0.178333	0.1	0.068325
0.180000	0.1	0.070177
0.181667	0.1	0.072839
0.183333	0.1	0.075385
0.185000	0.1	0.078935
0.186667	0.1	0.080941
0.188333	0.1	0.083140
0.190000	0.1	0.085185
0.191667	0.1	0.087654
0.193333	0.1	0.090393
0.195000	0.1	0.093865
0.196667	0.1	0.097453
0.198333	0.1	0.099845
0.200000	0.1	0.103472
0.201667	0.1	0.107060
0.203333	0.1	0.113888
0.205000	0.1	0.120794
0.206667	0.1	0.122723
0.208333	0.1	0.124691
0.210000	0.1	0.126079
0.211667	0.1	0.127237
0.213333	0.1	0.129744
0.215000	0.1	0.131983
0.216667	0.1	0.135069
0.218333	0.1	0.137036
0.220000	0.1	0.140508
0.221667	0.1	0.142282
0.223333	0.1	0.144675
0.225000	0.1	0.148186
0.226667	0.1	0.149960
0.228333	0.1	0.154513
0.230000	0.1	0.157677
0.231667	0.1	0.160030
0.233333	0.1	0.164313
0.235000	0.1	0.168016
0.236667	0.1	0.170330
0.238333	0.1	0.174034
0.240000	0.1	0.177699
0.241667	0.1	0.182946
0.243333	0.1	0.186419
0.245000	0.1	0.189892
0.246667	0.1	0.192437
0.248333	0.1	0.195947
0.250000	0.1	0.198340
0.251667	0.1	0.202467
0.253333	0.1	0.206095
0.255000	0.1	0.209837
0.256667	0.1	0.213386
0.258333	0.1	0.217051
0.260000	0.1	0.221295
0.261667	0.1	0.225270
0.263333	0.1	0.228279
0.265000	0.1	0.232946
0.266667	0.1	0.236920
0.268333	0.1	0.240739
0.270000	0.1	0.244828
0.271667	0.1	0.248609
0.273333	0.1	0.253470
0.275000	0.1	0.257985
0.276667	0.1	0.262190
0.278333	0.1	0.266703
0.280000	0.1	0.270716
0.281667	0.1	0.273531
0.283333	0.1	0.278895
0.285000	0.1	0.282829
0.286667	0.1	0.285608
0.288333	0.1	0.290545
0.290000	0.1	0.294866
0.291667	0.1	0.298686
0.293333	0.1	0.302467
0.295000	0.1	0.307020
0.296667	0.1	0.310569
0.298333	0.1	0.314002
0.300000	0.1	0.318130
0.301667	0.1	0.322529
0.303333	0.1	0.328008
0.305000	0.1	0.331865
0.306667	0.1	0.335916
0.308333	0.1	0.339890
0.310000	0.1	0.345137
0.311667	0.1	0.347490
0.313333	0.1	0.354320
0.315000	0.1	0.357328
0.316667	0.1	0.361456
0.318333	0.1	0.366008
0.320000	0.1	0.371062
0.321667	0.1	0.374226
0.323333	0.1	0.378663
0.325000	0.1	0.383100
0.326667	0.1	0.387961
0.328333	0.1	0.391239
0.330000	0.1	0.396833
0.331667	0.1	0.399805
0.333333	0.1	0.404048
0.335000	0.1	0.407328
0.336667	0.1	0.410337
0.338333	0.1	0.414156
0.340000	0.1	0.419325
0.341667	0.1	0.423300
0.343333	0.1	0.428778
0.345000	0.1	0.432212
0.346667	0.1	0.436185
0.348333	0.1	0.440815
0.350000	0.1	0.446216
0.351667	0.1	0.449303
0.353333	0.1	0.454395
0.355000	0.1	0.458870
0.356667	0.1	0.463154
0.358333	0.1	0.466547
0.360000	0.1	0.470598
0.361667	0.1	0.473917
0.363333	0.1	0.477852
0.365000	0.1	0.482597
0.366667	0.1	0.486995
0.368333	0.1	0.491472
0.370000	0.1	0.495869
0.371667	0.1	0.500191
0.373333	0.1	0.504471
0.375000	0.1	0.508562
0.376667	0.1	0.513152
0.378333	0.1	0.517975
0.380000	0.1	0.521564
0.381667	0.1	0.525884
0.383333	0.1	0.529472
0.385000	0.1	0.533832
0.386667	0.1	0.537189
0.388333	0.1	0.542087
0.390000	0.1	0.545829
0.391667	0.1	0.550575
0.393333	0.1	0.552967
0.395000	0.1	0.557172
0.396667	0.1	0.561378
0.398333	0.1	0.565969
0.400000	0.1	0.571447
0.401667	0.1	0.574456
0.403333	0.1	0.579934
0.405000	0.1	0.583561
0.406667	0.1	0.588461
0.408333	0.1	0.592358
0.410000	0.1	0.596524
0.411667	0.1	0.601540
0.413333	0.1	0.605243
0.415000	0.1	0.611107
0.416667	0.1	0.613615
0.418333	0.1	0.618244
0.420000	0.1	0.621177
0.421667	0.1	0.625536
0.423333	0.1	0.629471
0.425000	0.1	0.633715
0.426667	0.1	0.636647
0.428333	0.1	0.640697
0.430000	0.1	0.645136
0.431667	0.1	0.648452
0.433333	0.1	0.653082
0.435000	0.1	0.656401
0.436667	0.1	0.660721
0.438333	0.1	0.665543
0.440000	0.1	0.669903
0.441667	0.1	0.674301
0.443333	0.1	0.677696
0.445000	0.1	0.681747
0.446667	0.1	0.685683
0.448333	0.1	0.689695
0.450000	0.1	0.693437
0.451667	0.1	0.698568
0.453333	0.1	0.701809
0.455000	0.1	0.705320
0.456667	0.1	0.709371
0.458333	0.1	0.711609
0.460000	0.1	0.714271
0.461667	0.1	0.718129
0.463333	0.1	0.722720
0.465000	0.1	0.726847
0.466667	0.1	0.729934
0.468333	0.1	0.733791
0.470000	0.1	0.737302
0.471667	0.1	0.741738
0.473333	0.1	0.746678
0.475000	0.1	0.749185
0.476667	0.1	0.755319
0.478333	0.1	0.758290
0.480000	0.1	0.762571
0.481667	0.1	0.765080
0.483333	0.1	0.769285
0.485000	0.1	0.772835
0.486667	0.1	0.775728
0.488333	0.1	0.779471
0.490000	0.1	0.783175
0.491667	0.1	0.786685
0.493333	0.1	0.789192
0.495000	0.1	0.793128
0.496667	0.1	0.795481
0.498333	0.1	0.798374
0.500000	0.1	0.800728
0.501667	0.1	0.803853
0.503333	0.1	0.807981
0.505000	0.1	0.809177
0.506667	0.1	0.811570
0.508333	0.1	0.815736
0.510000	0.1	0.818629
0.511667	0.1	0.822564
0.513333	0.1	0.826113
0.515000	0.1	0.829894
0.516667	0.1	0.833560
0.518333	0.1	0.836107
0.520000	0.1	0.840079
0.521667	0.1	0.842085
0.523333	0.1	0.846253
0.525000	0.1	0.849955
0.526667	0.1	0.852696
0.528333	0.1	0.856205
0.530000	0.1	0.859254
0.531667	0.1	0.861839
0.533333	0.1	0.864076
0.535000	0.1	0.867548
0.536667	0.1	0.870326
0.538333	0.1	0.873027
0.540000	0.1	0.877464
0.541667	0.1	0.880897
0.543333	0.1	0.884177
0.545000	0.1	0.887803
0.546667	0.1	0.891469
0.548333	0.1	0.894092
0.550000	0.1	0.897795
0.551667	0.1	0.902194
0.553333	0.1	0.905279
0.555000	0.1	0.909562
0.556667	0.1	0.913420
0.558333	0.1	0.915889
0.560000	0.1	0.919091
0.561667	0.1	0.922680
0.563333	0.1	0.927617
0.565000	0.1	0.930626
0.566667	0.1	0.934137
0.568333	0.1	0.936953
0.570000	0.1	0.940002
0.571667	0.1	0.942509
0.573333	0.1	0.946059
0.575000	0.1	0.948450
0.576667	0.1	0.950649
0.578333	0.1	0.953968
0.580000	0.1	0.956707
0.581667	0.1	0.959870
0.583333	0.1	0.962995
0.585000	0.1	0.967355
0.586667	0.1	0.971059
0.588333	0.1	0.972794
0.590000	0.1	0.976922
0.591667	0.1	0.979662
0.593333	0.1	0.983520
0.595000	0.1	0.986182
0.596667	0.1	0.987995
0.598333	0.1	0.991506
0.600000	0.1	0.994245
0.601667	0.1	0.995442
0.603333	0.1	0.999107
0.605000	0.1	1.002193
0.606667	0.1	1.004391
0.608333	0.1	1.008019
0.610000	0.1	1.011182
0.611667	0.1	1.015348
0.613333	0.1	1.018588
0.615000	0.1	1.022061
0.616667	0.1	1.024261
0.618333	0.1	1.026536
0.620000	0.1	1.029431
0.621667	0.1	1.032439
0.623333	0.1	1.034561
0.625000	0.1	1.036490
0.626667	0.1	1.039422
0.628333	0.1	1.041892
0.630000	0.1	1.044516
0.631667	0.1	1.044977
0.633333	0.1	1.047023
0.635000	0.1	1.049994
0.636667	0.1	1.051883
0.638333	0.1	1.054159
0.640000	0.1	1.056706
0.641667	0.1	1.058750
0.643333	0.1	1.062070
0.645000	0.1	1.065580
0.646667	0.1	1.068665
0.648333	0.1	1.070131
0.650000	0.1	1.072216
0.651667	0.1	1.075379
0.653333	0.1	1.076845
0.655000	0.1	1.079043
0.656667	0.1	1.081976
0.658333	0.1	1.085178
0.660000	0.1	1.087493
0.661667	0.1	1.089346
0.663333	0.1	1.090464
0.665000	0.1	1.093087
0.666667	0.1	1.096752
0.668333	0.1	1.099298
0.670000	0.1	1.102076
0.671667	0.1	1.105085
0.673333	0.1	1.107747
0.675000	0.1	1.110680
0.676667	0.1	1.113457
0.678333	0.1	1.116081
0.680000	0.1	1.119091
0.681667	0.1	1.120208
0.683333	0.1	1.123102
0.685000	0.1	1.124877
0.686667	0.1	1.127616
0.688333	0.1	1.130548
0.690000	0.1	1.133635
0.691667	0.1	1.135333
0.693333	0.1	1.138418
0.695000	0.1	1.139616
0.696667	0.1	1.141620
0.698333	0.1	1.143742
0.700000	0.1	1.145981
0.701667	0.1	1.146173
0.703333	0.1	1.148951
0.705000	0.1	1.151266
0.706667	0.1	1.154159
0.708333	0.1	1.155819
0.710000	0.1	1.158982
0.711667	0.1	1.161722
0.713333	0.1	1.164575
0.715000	0.1	1.167623
0.716667	0.1	1.168704
0.718333	0.1	1.171829
0.720000	0.1	1.175032
0.721667	0.1	1.176960
0.723333	0.1	1.178773
0.725000	0.1	1.181474
0.726667	0.1	1.183286
0.728333	0.1	1.185409
0.730000	0.1	1.187146
0.731667	0.1	1.188882
0.733333	0.1	1.191814
0.735000	0.1	1.193743
0.736667	0.1	1.195556
0.738333	0.1	1.198411
0.740000	0.1	1.200301
0.741667	0.1	1.202732
0.743333	0.1	1.205471
0.745000	0.1	1.208094
0.746667	0.1	1.209676
0.748333	0.1	1.212222
0.750000	0.1	1.214536
0.751667	0.1	1.216891
0.753333	0.1	1.217699
0.755000	0.1	1.220131
0.756667	0.1	1.221597
0.758333	0.1	1.224838
0.760000	0.1	1.227308
0.761667	0.1	1.229622
0.763333	0.1	1.231976
0.765000	0.1	1.233673
0.766667	0.1	1.234752
0.768333	0.1	1.236490
0.770000	0.1	1.237454
0.771667	0.1	1.239769
0.773333	0.1	1.243280
0.775000	0.1	1.245131
0.776667	0.1	1.246520
0.778333	0.1	1.249182
0.780000	0.1	1.251305
0.781667	0.1	1.253773
0.783333	0.1	1.256551
0.785000	0.1	1.257670
0.786667	0.1	1.261103
0.788333	0.1	1.262529
0.790000	0.1	1.264190
0.791667	0.1	1.265424
0.793333	0.1	1.268355
0.795000	0.1	1.269900
0.796667	0.1	1.271442
0.798333	0.1	1.272869
0.800000	0.1	1.276227
0.801667	0.1	1.277847
0.803333	0.1	1.280046
0.805000	0.1	1.282631
0.806667	0.1	1.284173
0.808333	0.1	1.285871
0.810000	0.1	1.287684
0.811667	0.1	1.289729
0.813333	0.1	1.292392
0.815000	0.1	1.294667
0.816667	0.1	1.295054
0.818333	0.1	1.295478
0.820000	0.1	1.296789
0.821667	0.1	1.298370
0.823333	0.1	1.300262
0.825000	0.1	1.301690
0.826667	0.1	1.302731
0.828333	0.1	1.304544
0.830000	0.1	1.304081
0.831667	0.1	1.304854
0.833333	0.1	1.307707
0.835000	0.1	1.308673
0.836667	0.1	1.309560
0.838333	0.1	1.310486
0.840000	0.1	1.312107
0.841667	0.1	1.313688
0.843333	0.1	1.315733
0.845000	0.1	1.316311
0.846667	0.1	1.318702
0.848333	0.1	1.320362
0.850000	0.1	1.322021
0.851667	0.1	1.323410
0.853333	0.1	1.325840
0.855000	0.1	1.326342
0.856667	0.1	1.327307
0.858333	0.1	1.329506
0.860000	0.1	1.329891
0.861667	0.1	1.331203
0.863333	0.1	1.332400
0.865000	0.1	1.334097
0.866667	0.1	1.336026
0.868333	0.1	1.337646
0.870000	0.1	1.339729
0.871667	0.1	1.341234
0.873333	0.1	1.342816
0.875000	0.1	1.344050
0.876667	0.1	1.345902
0.878333	0.1	1.348487
0.880000	0.1	1.349413
0.881667	0.1	1.352113
0.883333	0.1	1.352036
0.885000	0.1	1.355160
0.886667	0.1	1.357244
0.888333	0.1	1.358904
0.890000	0.1	1.359790
0.891667	0.1	1.361103
0.893333	0.1	1.362684
0.895000	0.1	1.363032
0.896667	0.1	1.363494
0.898333	0.1	1.364574
0.900000	0.1	1.364845
0.901667	0.1	1.366851
0.903333	0.1	1.367120
0.905000	0.1	1.369551
0.906667	0.1	1.370439
0.908333	0.1	1.372137
0.910000	0.1	1.373487
0.911667	0.1	1.374914
