File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/503.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	37
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	05:33:08
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.577328
Signal Max.	120.887985
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.783581
0.000667	0.04	12.836486
0.001333	0.04	12.805755
0.002000	0.04	12.782269
0.002667	0.04	12.792046
0.003333	0.04	12.801833
0.004000	0.04	12.807063
0.004667	0.04	12.824053
0.005333	0.04	12.837147
0.006000	0.04	12.803802
0.006667	0.04	12.854184
0.007333	0.04	12.837795
0.008000	0.04	12.867296
0.008667	0.04	12.863348
0.009333	0.04	12.879106
0.010000	0.04	12.853508
0.010667	0.04	12.884359
0.011333	0.04	12.865989
0.012000	0.04	12.892906
0.012667	0.04	12.833863
0.013333	0.04	12.806401
0.014000	0.04	12.779672
0.014667	0.04	12.737367
0.015333	0.04	12.740626
0.016000	0.04	12.709482
0.016667	0.04	12.707529
0.017333	0.04	12.717908
0.018000	0.04	12.736724
0.018667	0.04	12.776410
0.019333	0.04	12.764035
0.020000	0.04	12.785531
0.020667	0.04	12.784226
0.021333	0.04	12.788129
0.022000	0.04	12.784226
0.022667	0.04	12.781615
0.023333	0.04	12.751675
0.024000	0.04	12.768584
0.024667	0.04	12.777715
0.025333	0.04	12.787497
0.026000	0.04	12.806401
0.026667	0.04	12.845007
0.027333	0.04	12.820787
0.028000	0.04	12.798572
0.028667	0.04	12.822744
0.029333	0.04	12.810987
0.030000	0.04	12.780331
0.030667	0.04	12.811633
0.031333	0.04	12.768584
0.032000	0.04	12.788782
0.032667	0.04	12.794660
0.033333	0.04	12.775099
0.034000	0.04	12.806401
0.034667	0.04	12.779672
0.035333	0.04	12.775758
0.036000	0.04	12.770541
0.036667	0.04	12.757528
0.037333	0.04	12.752318
0.038000	0.04	12.747105
0.038667	0.04	12.743214
0.039333	0.04	12.736073
0.040000	0.04	12.782269
0.040667	0.04	12.751675
0.041333	0.04	12.792700
0.042000	0.04	12.756878
0.042667	0.04	12.750380
0.043333	0.04	12.745824
0.044000	0.04	12.714005
0.044667	0.04	12.688750
0.045333	0.04	12.688115
0.046000	0.04	12.662906
0.046667	0.04	12.652572
0.047333	0.04	12.639680
0.048000	0.04	12.640325
0.048667	0.04	12.646121
0.049333	0.04	12.659680
0.050000	0.04	12.644198
0.050667	0.04	12.645489
0.051333	0.04	12.628728
0.052000	0.04	12.609435
0.052667	0.04	12.632598
0.053333	0.04	12.630017
0.054000	0.04	12.625511
0.054667	0.04	12.655164
0.055333	0.04	12.660972
0.056000	0.04	12.696526
0.056667	0.04	12.702348
0.057333	0.04	12.718550
0.058000	0.04	12.707529
0.058667	0.04	12.732179
0.059333	0.04	12.715318
0.060000	0.04	12.712708
0.060667	0.04	12.686812
0.061333	0.04	12.711423
0.062000	0.04	12.733465
0.062667	0.04	12.743878
0.063333	0.04	12.723096
0.064000	0.04	12.731529
0.064667	0.04	12.734117
0.065333	0.04	12.735422
0.066000	0.04	12.751017
0.066667	0.04	12.739968
0.067333	0.04	12.760778
0.068000	0.04	12.730879
0.068667	0.04	12.743878
0.069333	0.04	12.726980
0.070000	0.04	12.721140
0.070667	0.04	12.717908
0.071333	0.04	12.725695
0.072000	0.04	12.737367
0.072667	0.04	12.739968
0.073333	0.04	12.732179
0.074000	0.04	12.716609
0.074667	0.04	12.732837
0.075333	0.04	12.712708
0.076000	0.04	12.734780
0.076667	0.04	12.736073
0.077333	0.04	12.726980
0.078000	0.04	12.701705
0.078667	0.04	12.700401
0.079333	0.04	12.735422
0.080000	0.04	12.710773
0.080667	0.04	12.729579
0.081333	0.04	12.727636
0.082000	0.04	12.762726
