File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/285.smp/TCD_AuxLeft.channel/TCD_AuxLeft.chm
Channel	TCD_AuxLeft

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	50
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	10:10:00
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	12001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	mV
Signal Min.	-0.635374
Signal Max.	170.771469
Channel	TCD_AuxLeft
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.1
Max. Step (s)	0.1
Average Step (s)	0.1

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (mV)
0.000000	n.a.	0.020408
0.001667	0.1	0.020717
0.003333	0.1	0.020332
0.005000	0.1	0.019907
0.006667	0.1	0.019753
0.008333	0.1	0.018557
0.010000	0.1	0.018557
0.011667	0.1	0.018557
0.013333	0.1	0.018557
0.015000	0.1	0.018557
0.016667	0.1	0.018557
0.018333	0.1	0.018557
0.020000	0.1	0.018557
0.021667	0.1	0.018557
0.023333	0.1	0.018557
0.025000	0.1	0.018557
0.026667	0.1	0.018557
0.028333	0.1	0.018557
0.030000	0.1	0.018557
0.031667	0.1	0.018557
0.033333	0.1	0.018557
0.035000	0.1	0.018557
0.036667	0.1	0.018557
0.038333	0.1	0.018557
0.040000	0.1	0.018557
0.041667	0.1	0.018557
0.043333	0.1	0.018557
0.045000	0.1	0.018557
0.046667	0.1	0.018557
0.048333	0.1	0.018557
0.050000	0.1	0.018557
0.051667	0.1	0.018557
0.053333	0.1	0.018557
0.055000	0.1	0.018557
0.056667	0.1	0.018557
0.058333	0.1	0.018557
0.060000	0.1	0.018557
0.061667	0.1	0.018557
0.063333	0.1	0.018557
0.065000	0.1	0.018557
0.066667	0.1	0.018557
0.068333	0.1	0.018557
0.070000	0.1	0.018557
0.071667	0.1	0.018557
0.073333	0.1	0.018557
0.075000	0.1	0.018557
0.076667	0.1	0.018557
0.078333	0.1	0.018557
0.080000	0.1	0.018557
0.081667	0.1	0.018557
0.083333	0.1	0.018557
0.085000	0.1	0.018557
0.086667	0.1	0.018557
0.088333	0.1	0.018557
0.090000	0.1	0.018557
0.091667	0.1	0.018557
0.093333	0.1	0.018557
0.095000	0.1	0.018557
0.096667	0.1	0.018557
0.098333	0.1	0.018557
0.100000	0.1	0.018557
0.101667	0.1	0.018557
0.103333	0.1	0.018557
0.105000	0.1	0.018557
0.106667	0.1	0.018557
0.108333	0.1	0.018557
0.110000	0.1	0.018557
0.111667	0.1	0.018557
0.113333	0.1	0.018557
0.115000	0.1	0.018557
0.116667	0.1	0.018557
0.118333	0.1	0.018557
0.120000	0.1	0.018557
0.121667	0.1	0.018557
0.123333	0.1	0.018557
0.125000	0.1	0.018557
0.126667	0.1	0.018557
0.128333	0.1	0.018557
0.130000	0.1	0.018557
0.131667	0.1	0.018557
0.133333	0.1	0.018557
0.135000	0.1	0.018557
0.136667	0.1	0.018557
0.138333	0.1	0.018557
0.140000	0.1	0.018557
0.141667	0.1	0.018557
0.143333	0.1	0.018557
0.145000	0.1	0.018557
0.146667	0.1	0.018557
0.148333	0.1	0.018557
0.150000	0.1	0.018557
0.151667	0.1	0.018557
0.153333	0.1	0.018557
0.155000	0.1	0.018557
0.156667	0.1	-0.045216
0.158333	0.1	0.013001
0.160000	0.1	0.012693
0.161667	0.1	0.012461
0.163333	0.1	0.012153
0.165000	0.1	0.010649
0.166667	0.1	0.011960
0.168333	0.1	0.011420
0.170000	0.1	0.011111
0.171667	0.1	0.011883
0.173333	0.1	0.011844
0.175000	0.1	0.013039
0.176667	0.1	0.013502
0.178333	0.1	0.013618
0.180000	0.1	0.014082
0.181667	0.1	0.012500
0.183333	0.1	0.012924
0.185000	0.1	0.012385
0.186667	0.1	0.011496
0.188333	0.1	0.012191
0.190000	0.1	0.012615
0.191667	0.1	0.012538
0.193333	0.1	0.014314
0.195000	0.1	0.015663
0.196667	0.1	0.009761
0.198333	0.1	0.010262
0.200000	0.1	0.011381
0.201667	0.1	0.009336
0.203333	0.1	0.008334
0.205000	0.1	0.007407
0.206667	0.1	0.006945
0.208333	0.1	0.007523
0.210000	0.1	0.007870
0.211667	0.1	0.006636
0.213333	0.1	0.007176
0.215000	0.1	0.007446
0.216667	0.1	0.007099
0.218333	0.1	0.007909
0.220000	0.1	0.009375
0.221667	0.1	0.008950
0.223333	0.1	0.009028
0.225000	0.1	0.009028
0.226667	0.1	0.008294
0.228333	0.1	0.008371
0.230000	0.1	0.008835
0.231667	0.1	0.008294
0.233333	0.1	0.007176
0.235000	0.1	0.007523
0.236667	0.1	0.007214
0.238333	0.1	0.007987
0.240000	0.1	0.007947
0.241667	0.1	0.007485
0.243333	0.1	0.006983
0.245000	0.1	0.007137
0.246667	0.1	0.007754
0.248333	0.1	0.007716
0.250000	0.1	0.007060
0.251667	0.1	0.007253
0.253333	0.1	0.007137
0.255000	0.1	0.007407
0.256667	0.1	0.005864
0.258333	0.1	0.005710
0.260000	0.1	0.005054
0.261667	0.1	0.004862
0.263333	0.1	0.004591
0.265000	0.1	0.004514
0.266667	0.1	0.004514
0.268333	0.1	0.004475
0.270000	0.1	0.004398
0.271667	0.1	0.004475
0.273333	0.1	0.005517
0.275000	0.1	0.005362
0.276667	0.1	0.005671
0.278333	0.1	0.005748
0.280000	0.1	0.005285
0.281667	0.1	0.005517
0.283333	0.1	0.005479
0.285000	0.1	0.003434
0.286667	0.1	0.002893
0.288333	0.1	0.002546
0.290000	0.1	0.002508
0.291667	0.1	0.002198
0.293333	0.1	0.001968
0.295000	0.1	0.002816
0.296667	0.1	0.003125
0.298333	0.1	0.002739
0.300000	0.1	0.001852
0.301667	0.1	0.001852
0.303333	0.1	0.000463
0.305000	0.1	0.001196
0.306667	0.1	0.000077
0.308333	0.1	0.001658
0.310000	0.1	0.000386
0.311667	0.1	0.000347
0.313333	0.1	-0.000386
0.315000	0.1	0.000463
0.316667	0.1	-0.000501
0.318333	0.1	0.000386
0.320000	0.1	0.001428
0.321667	0.1	0.001929
0.323333	0.1	0.001697
0.325000	0.1	0.001080
0.326667	0.1	-0.000386
0.328333	0.1	0.001581
0.330000	0.1	0.001119
0.331667	0.1	0.002469
0.333333	0.1	0.003395
0.335000	0.1	0.002701
0.336667	0.1	0.001504
0.338333	0.1	0.002431
0.340000	0.1	0.000964
0.341667	0.1	0.001544
0.343333	0.1	0.002160
0.345000	0.1	0.001504
0.346667	0.1	0.001157
0.348333	0.1	-0.000771
0.350000	0.1	-0.000656
0.351667	0.1	-0.000694
0.353333	0.1	0.001157
0.355000	0.1	0.001274
0.356667	0.1	0.001852
0.358333	0.1	0.001620
0.360000	0.1	0.000926
0.361667	0.1	-0.000038
0.363333	0.1	-0.000656
0.365000	0.1	-0.000926
0.366667	0.1	0.000849
0.368333	0.1	0.000077
0.370000	0.1	-0.000848
0.371667	0.1	-0.001235
