File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/956.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	11
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	28-Apr-25
Injection Time	20:19:23
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.205954
Signal Max.	118.008751
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.382654
0.000667	0.04	12.380751
0.001333	0.04	12.373827
0.002000	0.04	12.362480
0.002667	0.04	12.391487
0.003333	0.04	12.353024
0.004000	0.04	12.353024
0.004667	0.04	12.366886
0.005333	0.04	12.361850
0.006000	0.04	12.370044
0.006667	0.04	12.416779
0.007333	0.04	12.373827
0.008000	0.04	12.428181
0.008667	0.04	12.447190
0.009333	0.04	12.464983
0.010000	0.04	12.421844
0.010667	0.04	12.419955
0.011333	0.04	12.409187
0.012000	0.04	12.423754
0.012667	0.04	12.431347
0.013333	0.04	12.364367
0.014000	0.04	12.321585
0.014667	0.04	12.285839
0.015333	0.04	12.250824
0.016000	0.04	12.235224
0.016667	0.04	12.257691
0.017333	0.04	12.239577
0.018000	0.04	12.254577
0.018667	0.04	12.271448
0.019333	0.04	12.284577
0.020000	0.04	12.302760
0.020667	0.04	12.290223
0.021333	0.04	12.288335
0.022000	0.04	12.320326
0.022667	0.04	12.322849
0.023333	0.04	12.339177
0.024000	0.04	12.323472
0.024667	0.04	12.312159
0.025333	0.04	12.351145
0.026000	0.04	12.332262
0.026667	0.04	12.345471
0.027333	0.04	12.346725
0.028000	0.04	12.357433
0.028667	0.04	12.355547
0.029333	0.04	12.375715
0.030000	0.04	12.366247
0.030667	0.04	12.368767
0.031333	0.04	12.380751
0.032000	0.04	12.356176
0.032667	0.04	12.368150
0.033333	0.04	12.373827
0.034000	0.04	12.355547
0.034667	0.04	12.387699
0.035333	0.04	12.380126
0.036000	0.04	12.357433
0.036667	0.04	12.361850
0.037333	0.04	12.346101
0.038000	0.04	12.340443
0.038667	0.04	12.342964
0.039333	0.04	12.336664
0.040000	0.04	12.357433
0.040667	0.04	12.370044
0.041333	0.04	12.397809
0.042000	0.04	12.371931
0.042667	0.04	12.365617
0.043333	0.04	12.408553
0.044000	0.04	12.410454
0.044667	0.04	12.403500
0.045333	0.04	12.368150
0.046000	0.04	12.381396
0.046667	0.04	12.407933
0.047333	0.04	12.393393
0.048000	0.04	12.371931
0.048667	0.04	12.366886
0.049333	0.04	12.371293
0.050000	0.04	12.384538
0.050667	0.04	12.370044
0.051333	0.04	12.380126
