File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/875.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	28
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	02:21:28
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.418046
Signal Max.	118.371315
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.571558
0.000667	0.04	12.588879
0.001333	0.04	12.592079
0.002000	0.04	12.585022
0.002667	0.04	12.574124
0.003333	0.04	12.595293
0.004000	0.04	12.585666
0.004667	0.04	12.574759
0.005333	0.04	12.546584
0.006000	0.04	12.518479
0.006667	0.04	12.533801
0.007333	0.04	12.522301
0.008000	0.04	12.528689
0.008667	0.04	12.509548
0.009333	0.04	12.541474
0.010000	0.04	12.565788
0.010667	0.04	12.547859
0.011333	0.04	12.549154
0.012000	0.04	12.563857
0.012667	0.04	12.576686
0.013333	0.04	12.548500
0.014000	0.04	12.517195
0.014667	0.04	12.515285
0.015333	0.04	12.487873
0.016000	0.04	12.463074
0.016667	0.04	12.481512
0.017333	0.04	12.482787
0.018000	0.04	12.536993
0.018667	0.04	12.557466
0.019333	0.04	12.569004
0.020000	0.04	12.584380
0.020667	0.04	12.619075
0.021333	0.04	12.605573
0.022000	0.04	12.653864
0.022667	0.04	12.639680
0.023333	0.04	12.667424
0.024000	0.04	12.655164
0.024667	0.04	12.655164
0.025333	0.04	12.639680
0.026000	0.04	12.644198
0.026667	0.04	12.654510
0.027333	0.04	12.645489
0.028000	0.04	12.640964
0.028667	0.04	12.624866
0.029333	0.04	12.650634
