File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/383.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	71
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	17:37:17
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.440857
Signal Max.	140.512695
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.636460
0.000667	0.04	12.681640
0.001333	0.04	12.676461
0.002000	0.04	12.648704
0.002667	0.04	12.668064
0.003333	0.04	12.710125
0.004000	0.04	12.681640
0.004667	0.04	12.691334
0.005333	0.04	12.693285
0.006000	0.04	12.671305
0.006667	0.04	12.695878
0.007333	0.04	12.691334
0.008000	0.04	12.645489
0.008667	0.04	12.687461
0.009333	0.04	12.674526
0.010000	0.04	12.661612
0.010667	0.04	12.679697
0.011333	0.04	12.660972
0.012000	0.04	12.668718
0.012667	0.04	12.675180
0.013333	0.04	12.619075
0.014000	0.04	12.606859
0.014667	0.04	12.572834
0.015333	0.04	12.533160
0.016000	0.04	12.516562
0.016667	0.04	12.533160
0.017333	0.04	12.556831
0.018000	0.04	12.549782
0.018667	0.04	12.619075
0.019333	0.04	12.632598
0.020000	0.04	12.628083
0.020667	0.04	12.656447
0.021333	0.04	12.666130
0.022000	0.04	12.683581
0.022667	0.04	12.650002
0.023333	0.04	12.668718
0.024000	0.04	12.707529
0.024667	0.04	12.667424
0.025333	0.04	12.695222
0.026000	0.04	12.718550
0.026667	0.04	12.682935
0.027333	0.04	12.707529
0.028000	0.04	12.677755
0.028667	0.04	12.684230
0.029333	0.04	12.699760
0.030000	0.04	12.733465
0.030667	0.04	12.725038
0.031333	0.04	12.730243
0.032000	0.04	12.774446
0.032667	0.04	12.725038
0.033333	0.04	12.738674
0.034000	0.04	12.713363
0.034667	0.04	12.706882
0.035333	0.04	12.744529
0.036000	0.04	12.730879
0.036667	0.04	12.746474
0.037333	0.04	12.756878
0.038000	0.04	12.765984
0.038667	0.04	12.774446
0.039333	0.04	12.773149
0.040000	0.04	12.775758
0.040667	0.04	12.775758
0.041333	0.04	12.771198
0.042000	0.04	12.796618
0.042667	0.04	12.804447
0.043333	0.04	12.767940
0.044000	0.04	12.818823
0.044667	0.04	12.814243
0.045333	0.04	12.796618
0.046000	0.04	12.771198
0.046667	0.04	12.817522
0.047333	0.04	12.834526
0.048000	0.04	12.814243
0.048667	0.04	12.813603
0.049333	0.04	12.824715
0.050000	0.04	12.772496
0.050667	0.04	12.762726
0.051333	0.04	12.760778
0.052000	0.04	12.748419
0.052667	0.04	12.729579
0.053333	0.04	12.735422
0.054000	0.04	12.736724
0.054667	0.04	12.719856
0.055333	0.04	12.726336
0.056000	0.04	12.716609
0.056667	0.04	12.731529
0.057333	0.04	12.710125
0.058000	0.04	12.739968
0.058667	0.04	12.701050
0.059333	0.04	12.720490
0.060000	0.04	12.725038
0.060667	0.04	12.738018
0.061333	0.04	12.739968
0.062000	0.04	12.738674
0.062667	0.04	12.739968
0.063333	0.04	12.732179
0.064000	0.04	12.745824
0.064667	0.04	12.732837
0.065333	0.04	12.779013
0.066000	0.04	12.747105
0.066667	0.04	12.719199
0.067333	0.04	12.771845
0.068000	0.04	12.736073
0.068667	0.04	12.729579
0.069333	0.04	12.786830
0.070000	0.04	12.773149
0.070667	0.04	12.761423
0.071333	0.04	12.758180
0.072000	0.04	12.733465
0.072667	0.04	12.699760
0.073333	0.04	12.725695
0.074000	0.04	12.706882
0.074667	0.04	12.721797
0.075333	0.04	12.719856
0.076000	0.04	12.713363
0.076667	0.04	12.724388
0.077333	0.04	12.725038
0.078000	0.04	12.723096
0.078667	0.04	12.716609
0.079333	0.04	12.719199
0.080000	0.04	12.705591
0.080667	0.04	12.734117
0.081333	0.04	12.739968
0.082000	0.04	12.735422
0.082667	0.04	12.749722
0.083333	0.04	12.801833
0.084000	0.04	12.764680
0.084667	0.04	12.758831
0.085333	0.04	12.767282
0.086000	0.04	12.765339
0.086667	0.04	12.776410
0.087333	0.04	12.742577
0.088000	0.04	12.754923
0.088667	0.04	12.730243
0.089333	0.04	12.725038
0.090000	0.04	12.714005
0.090667	0.04	12.729579
0.091333	0.04	12.719856
0.092000	0.04	12.711423
0.092667	0.04	12.667424
0.093333	0.04	12.671305
0.094000	0.04	12.664838
0.094667	0.04	12.626795
0.095333	0.04	12.645489
0.096000	0.04	12.653864
0.096667	0.04	12.631959
0.097333	0.04	12.676461
0.098000	0.04	12.671946
0.098667	0.04	12.699105
0.099333	0.04	12.697174
0.100000	0.04	12.726336
0.100667	0.04	12.738018
0.101333	0.04	12.724388
0.102000	0.04	12.696526
0.102667	0.04	12.706232
0.103333	0.04	12.678417
0.104000	0.04	12.686179
0.104667	0.04	12.671305
0.105333	0.04	12.675820
0.106000	0.04	12.686179
0.106667	0.04	12.682294
0.107333	0.04	12.663545
0.108000	0.04	12.673893
0.108667	0.04	12.671305
0.109333	0.04	12.660318
0.110000	0.04	12.681640
0.110667	0.04	12.688750
0.111333	0.04	12.694581
0.112000	0.04	12.727636
0.112667	0.04	12.717251
0.113333	0.04	12.738674
0.114000	0.04	12.732179
0.114667	0.04	12.744529
0.115333	0.04	12.755568
0.116000	0.04	12.735422
0.116667	0.04	12.741277
0.117333	0.04	12.758831
0.118000	0.04	12.749071
0.118667	0.04	12.745824
0.119333	0.04	12.715960
0.120000	0.04	12.680999
0.120667	0.04	12.693933
0.121333	0.04	12.675820
0.122000	0.04	12.708827
0.122667	0.04	12.697174
0.123333	0.04	12.717908
0.124000	0.04	12.719856
0.124667	0.04	12.738674
0.125333	0.04	12.699760
