File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/254.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	33
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	04:07:57
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.515917
Signal Max.	121.468475
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.619075
0.000667	0.04	12.602362
0.001333	0.04	12.587600
0.002000	0.04	12.607504
0.002667	0.04	12.573469
0.003333	0.04	12.600425
0.004000	0.04	12.560023
0.004667	0.04	12.583737
0.005333	0.04	12.594007
0.006000	0.04	12.595936
0.006667	0.04	12.600425
0.007333	0.04	12.576044
0.008000	0.04	12.560023
0.008667	0.04	12.572834
0.009333	0.04	12.577977
0.010000	0.04	12.605573
0.010667	0.04	12.594007
0.011333	0.04	12.565788
0.012000	0.04	12.611996
0.012667	0.04	12.593365
0.013333	0.04	12.559396
0.014000	0.04	12.565147
0.014667	0.04	12.536993
0.015333	0.04	12.550415
0.016000	0.04	12.519744
0.016667	0.04	12.529968
0.017333	0.04	12.547233
0.018000	0.04	12.569632
0.018667	0.04	12.586308
0.019333	0.04	12.603649
0.020000	0.04	12.637098
0.020667	0.04	12.646767
0.021333	0.04	12.638396
0.022000	0.04	12.652572
0.022667	0.04	12.644198
0.023333	0.04	12.658387
0.024000	0.04	12.653217
0.024667	0.04	12.653217
0.025333	0.04	12.661612
0.026000	0.04	12.662244
0.026667	0.04	12.666130
0.027333	0.04	12.655802
0.028000	0.04	12.673893
0.028667	0.04	12.650002
0.029333	0.04	12.674526
0.030000	0.04	12.659680
0.030667	0.04	12.650634
0.031333	0.04	12.642255
0.032000	0.04	12.614572
0.032667	0.04	12.610723
0.033333	0.04	12.633243
0.034000	0.04	12.633894
0.034667	0.04	12.630663
0.035333	0.04	12.664185
0.036000	0.04	12.673893
0.036667	0.04	12.651939
0.037333	0.04	12.673893
0.038000	0.04	12.677115
0.038667	0.04	12.659680
0.039333	0.04	12.656447
0.040000	0.04	12.651939
0.040667	0.04	12.613291
0.041333	0.04	12.661612
0.042000	0.04	12.666784
0.042667	0.04	12.655802
0.043333	0.04	12.661612
0.044000	0.04	12.650002
0.044667	0.04	12.641616
0.045333	0.04	12.601711
0.046000	0.04	12.637098
0.046667	0.04	12.631300
0.047333	0.04	12.656447
0.048000	0.04	12.627445
0.048667	0.04	12.621638
0.049333	0.04	12.637757
0.050000	0.04	12.642906
0.050667	0.04	12.655802
0.051333	0.04	12.659026
0.052000	0.04	12.632598
0.052667	0.04	12.675820
0.053333	0.04	12.680345
0.054000	0.04	12.670011
0.054667	0.04	12.659026
0.055333	0.04	12.677755
0.056000	0.04	12.668718
0.056667	0.04	12.675180
0.057333	0.04	12.690693
0.058000	0.04	12.715960
0.058667	0.04	12.702348
0.059333	0.04	12.709482
0.060000	0.04	12.693933
0.060667	0.04	12.706882
0.061333	0.04	12.719856
0.062000	0.04	12.712708
0.062667	0.04	12.716609
0.063333	0.04	12.730879
0.064000	0.04	12.717251
0.064667	0.04	12.721797
0.065333	0.04	12.715960
0.066000	0.04	12.698470
0.066667	0.04	12.701705
0.067333	0.04	12.676461
0.068000	0.04	12.659680
0.068667	0.04	12.657748
0.069333	0.04	12.644198
0.070000	0.04	12.650634
0.070667	0.04	12.660972
0.071333	0.04	12.604279
0.072000	0.04	12.650002
0.072667	0.04	12.645489
0.073333	0.04	12.636460
0.074000	0.04	12.606209
0.074667	0.04	12.625511
0.075333	0.04	12.621638
0.076000	0.04	12.610723
0.076667	0.04	12.634525
0.077333	0.04	12.626795
0.078000	0.04	12.650002
0.078667	0.04	12.631300
0.079333	0.04	12.619075
0.080000	0.04	12.637757
0.080667	0.04	12.634525
0.081333	0.04	12.623578
0.082000	0.04	12.633243
0.082667	0.04	12.621007
0.083333	0.04	12.635170
0.084000	0.04	12.642906
0.084667	0.04	12.631959
0.085333	0.04	12.644198
0.086000	0.04	12.644836
0.086667	0.04	12.617779
0.087333	0.04	12.662244
0.088000	0.04	12.662244
0.088667	0.04	12.662906
0.089333	0.04	12.715318
0.090000	0.04	12.725038
0.090667	0.04	12.699105
0.091333	0.04	12.702995
0.092000	0.04	12.721797
0.092667	0.04	12.695878
0.093333	0.04	12.668718
0.094000	0.04	12.680345
0.094667	0.04	12.633243
0.095333	0.04	12.622941
0.096000	0.04	12.637098
0.096667	0.04	12.619718
0.097333	0.04	12.586944
0.098000	0.04	12.603005
0.098667	0.04	12.605573
0.099333	0.04	12.599152
0.100000	0.04	12.622941
0.100667	0.04	12.590157
0.101333	0.04	12.595293
0.102000	0.04	12.592729
0.102667	0.04	12.576044
0.103333	0.04	12.571558
0.104000	0.04	12.603005
0.104667	0.04	12.589521
0.105333	0.04	12.564513
0.106000	0.04	12.590157
0.106667	0.04	12.599152
0.107333	0.04	12.582466
0.108000	0.04	12.619718
0.108667	0.04	12.634525
0.109333	0.04	12.615846
0.110000	0.04	12.640964
0.110667	0.04	12.639680
0.111333	0.04	12.629373
0.112000	0.04	12.651294
0.112667	0.04	12.631300
0.113333	0.04	12.644836
0.114000	0.04	12.650002
0.114667	0.04	12.634525
0.115333	0.04	12.642255
0.116000	0.04	12.611996
0.116667	0.04	12.606209
0.117333	0.04	12.618436
0.118000	0.04	12.605573
0.118667	0.04	12.617141
0.119333	0.04	12.615216
0.120000	0.04	12.624866
0.120667	0.04	12.631300
0.121333	0.04	12.622289
0.122000	0.04	12.617779
0.122667	0.04	12.606209
0.123333	0.04	12.630017
0.124000	0.04	12.652572
0.124667	0.04	12.604929
0.125333	0.04	12.630017
0.126000	0.04	12.621007
0.126667	0.04	12.621007
0.127333	0.04	12.650634
0.128000	0.04	12.636460
0.128667	0.04	12.649357
0.129333	0.04	12.641616
0.130000	0.04	12.659680
0.130667	0.04	12.633894
0.131333	0.04	12.649357
0.132000	0.04	12.659680
0.132667	0.04	12.642255
0.133333	0.04	12.643552
0.134000	0.04	12.648058
0.134667	0.04	12.642255
0.135333	0.04	12.639680
0.136000	0.04	12.629373
0.136667	0.04	12.659026
0.137333	0.04	12.647419
0.138000	0.04	12.671946
0.138667	0.04	12.670011
0.139333	0.04	12.662244
0.140000	0.04	12.659680
0.140667	0.04	12.697174
0.141333	0.04	12.674526
0.142000	0.04	12.698470
0.142667	0.04	12.692636
0.143333	0.04	12.701050
0.144000	0.04	12.693933
0.144667	0.04	12.692636
0.145333	0.04	12.725038
0.146000	0.04	12.712071
0.146667	0.04	12.728286
0.147333	0.04	12.698470
0.148000	0.04	12.698470
0.148667	0.04	12.706232
0.149333	0.04	12.675820
0.150000	0.04	12.708179
0.150667	0.04	12.699105
0.151333	0.04	12.698470
0.152000	0.04	12.697174
0.152667	0.04	12.724388
0.153333	0.04	12.694581
0.154000	0.04	12.693933
0.154667	0.04	12.682935
0.155333	0.04	12.689397
0.156000	0.04	12.678417
0.156667	0.04	12.695878
0.157333	0.04	12.680999
0.158000	0.04	12.693285
0.158667	0.04	12.684884
0.159333	0.04	12.719199
0.160000	0.04	12.744529
0.160667	0.04	12.749071
0.161333	0.04	12.745824
0.162000	0.04	12.718550
0.162667	0.04	12.725695
0.163333	0.04	12.713363
