File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/101-200-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/526.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	12
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	08:10:40
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.843026
Signal Max.	14.972617
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	13.308558
0.000667	0.04	13.301084
0.001333	0.04	13.284133
0.002000	0.04	13.280065
0.002667	0.04	13.270583
0.003333	0.04	13.268550
0.004000	0.04	13.286831
0.004667	0.04	13.272614
0.005333	0.04	13.266526
0.006000	0.04	13.279386
0.006667	0.04	13.272614
0.007333	0.04	13.267888
0.008000	0.04	13.297018
0.008667	0.04	13.320098
0.009333	0.04	13.307198
0.010000	0.04	13.327580
0.010667	0.04	13.323499
0.011333	0.04	13.333714
0.012000	0.04	13.343240
0.012667	0.04	13.312627
0.013333	0.04	13.265171
0.014000	0.04	13.246235
0.014667	0.04	13.240827
0.015333	0.04	13.190251
0.016000	0.04	13.188920
0.016667	0.04	13.174121
0.017333	0.04	13.186219
0.018000	0.04	13.162699
0.018667	0.04	13.181515
0.019333	0.04	13.192960
0.020000	0.04	13.164043
0.020667	0.04	13.190251
0.021333	0.04	13.205742
0.022000	0.04	13.234736
0.022667	0.04	13.242847
0.023333	0.04	13.252316
0.024000	0.04	13.273293
0.024667	0.04	13.266526
0.025333	0.04	13.268550
0.026000	0.04	13.293632
0.026667	0.04	13.288196
0.027333	0.04	13.297698
0.028000	0.04	13.252986
0.028667	0.04	13.250287
0.029333	0.04	13.222601
0.030000	0.04	13.205742
0.030667	0.04	13.230691
0.031333	0.04	13.238799
0.032000	0.04	13.271259
0.032667	0.04	13.257038
0.033333	0.04	13.247581
0.034000	0.04	13.257038
0.034667	0.04	13.232710
0.035333	0.04	13.266526
0.036000	0.04	13.226645
0.036667	0.04	13.229347
0.037333	0.04	13.246235
0.038000	0.04	13.221258
0.038667	0.04	13.205742
0.039333	0.04	13.219893
0.040000	0.04	13.148608
0.040667	0.04	13.152630
0.041333	0.04	13.129833
0.042000	0.04	13.137873
0.042667	0.04	13.167397
0.043333	0.04	13.157989
0.044000	0.04	13.153966
0.044667	0.04	13.135859
0.045333	0.04	13.155309
0.046000	0.04	13.158667
0.046667	0.04	13.151287
0.047333	0.04	13.145252
0.048000	0.04	13.132515
0.048667	0.04	13.163372
0.049333	0.04	13.127830
0.050000	0.04	13.129833
0.050667	0.04	13.123809
0.051333	0.04	13.139214
0.052000	0.04	13.113762
0.052667	0.04	13.145909
0.053333	0.04	13.151958
0.054000	0.04	13.129169
0.054667	0.04	13.152630
0.055333	0.04	13.166052
0.056000	0.04	13.172096
0.056667	0.04	13.176131
0.057333	0.04	13.146594
0.058000	0.04	13.139214
0.058667	0.04	13.171423
0.059333	0.04	13.147265
0.060000	0.04	13.182867
0.060667	0.04	13.208440
0.061333	0.04	13.205069
0.062000	0.04	13.236089
0.062667	0.04	13.265834
0.063333	0.04	13.274649
0.064000	0.04	13.276005
0.064667	0.04	13.291581
0.065333	0.04	13.303123
0.066000	0.04	13.293632
0.066667	0.04	13.295660
0.067333	0.04	13.322139
0.068000	0.04	13.300412
0.068667	0.04	13.293632
0.069333	0.04	13.289546
0.070000	0.04	13.287518
0.070667	0.04	13.303794
0.071333	0.04	13.249618
0.072000	0.04	13.278037
0.072667	0.04	13.250964
0.073333	0.04	13.244876
0.074000	0.04	13.208440
0.074667	0.04	13.227321
0.075333	0.04	13.223951
0.076000	0.04	13.207091
0.076667	0.04	13.194300
0.077333	0.04	13.159332
0.078000	0.04	13.169415
0.078667	0.04	13.183527
0.079333	0.04	13.193626
0.080000	0.04	13.193626
0.080667	0.04	13.199682
0.081333	0.04	13.180168
0.082000	0.04	13.146594
0.082667	0.04	13.136539
0.083333	0.04	13.102406
0.084000	0.04	13.121799
0.084667	0.04	13.112430
0.085333	0.04	13.109745
0.086000	0.04	13.091708
0.086667	0.04	13.126503
0.087333	0.04	13.127830
0.088000	0.04	13.134534
0.088667	0.04	13.116441
0.089333	0.04	13.138542
0.090000	0.04	13.167397
0.090667	0.04	13.166052
0.091333	0.04	13.165380
0.092000	0.04	13.199009
0.092667	0.04	13.186219
0.093333	0.04	13.168061
0.094000	0.04	13.180168
0.094667	0.04	13.188240
0.095333	0.04	13.170086
0.096000	0.04	13.217883
0.096667	0.04	13.213154
0.097333	0.04	13.199682
0.098000	0.04	13.235420
0.098667	0.04	13.218553
0.099333	0.04	13.219234
0.100000	0.04	13.241503
0.100667	0.04	13.228657
0.101333	0.04	13.232041
0.102000	0.04	13.232710
0.102667	0.04	13.228657
0.103333	0.04	13.221927
0.104000	0.04	13.193626
0.104667	0.04	13.176811
0.105333	0.04	13.207091
0.106000	0.04	13.240151
0.106667	0.04	13.236764
0.107333	0.04	13.244876
0.108000	0.04	13.249618
0.108667	0.04	13.234069
0.109333	0.04	13.240827
0.110000	0.04	13.245559
0.110667	0.04	13.267202
0.111333	0.04	13.239483
0.112000	0.04	13.278037
0.112667	0.04	13.280065
0.113333	0.04	13.294989
0.114000	0.04	13.269236
0.114667	0.04	13.259069
0.115333	0.04	13.278708
0.116000	0.04	13.286831
0.116667	0.04	13.334387
0.117333	0.04	13.294311
0.118000	0.04	13.316712
0.118667	0.04	13.316712
0.119333	0.04	13.314666
0.120000	0.04	13.309909
0.120667	0.04	13.309236
0.121333	0.04	13.305153
0.122000	0.04	13.258393
0.122667	0.04	13.261108
0.123333	0.04	13.282768
0.124000	0.04	13.289546
0.124667	0.04	13.307878
0.125333	0.04	13.284133
0.126000	0.04	13.254339
0.126667	0.04	13.268550
0.127333	0.04	13.267888
0.128000	0.04	13.230015
0.128667	0.04	13.232710
0.129333	0.04	13.252316
0.130000	0.04	13.232041
0.130667	0.04	13.273293
0.131333	0.04	13.279386
0.132000	0.04	13.277352
0.132667	0.04	13.331006
0.133333	0.04	13.337111
0.134000	0.04	13.309909
0.134667	0.04	13.345284
0.135333	0.04	13.327580
0.136000	0.04	13.333017
0.136667	0.04	13.320098
0.137333	0.04	13.322819
0.138000	0.04	13.326221
0.138667	0.04	13.321459
0.139333	0.04	13.294989
0.140000	0.04	13.297698
