File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/334.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	87
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	23:18:05
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.631959
Signal Max.	136.258667
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.906079
0.000667	0.04	12.890281
0.001333	0.04	12.921866
0.002000	0.04	12.921228
0.002667	0.04	12.934401
0.003333	0.04	12.933747
0.004000	0.04	12.920562
0.004667	0.04	12.936382
0.005333	0.04	12.946280
0.006000	0.04	12.965440
0.006667	0.04	12.955528
0.007333	0.04	12.963461
0.008000	0.04	12.972060
0.008667	0.04	12.951574
0.009333	0.04	12.940346
0.010000	0.04	12.933087
0.010667	0.04	12.928466
0.011333	0.04	12.929126
0.012000	0.04	12.950245
0.012667	0.04	12.899491
0.013333	0.04	12.898811
0.014000	0.04	12.839107
0.014667	0.04	12.840418
0.015333	0.04	12.846960
0.016000	0.04	12.842391
0.016667	0.04	12.831898
0.017333	0.04	12.841074
0.018000	0.04	12.815559
0.018667	0.04	12.832561
0.019333	0.04	12.860729
0.020000	0.04	12.833208
0.020667	0.04	12.858759
0.021333	0.04	12.867953
0.022000	0.04	12.887649
0.022667	0.04	12.901467
0.023333	0.04	12.904101
0.024000	0.04	12.937702
0.024667	0.04	12.914626
0.025333	0.04	12.897522
0.026000	0.04	12.899491
0.026667	0.04	12.877132
0.027333	0.04	12.894881
0.028000	0.04	12.886333
0.028667	0.04	12.911337
0.029333	0.04	12.909359
0.030000	0.04	12.913301
0.030667	0.04	12.912663
0.031333	0.04	12.915278
0.032000	0.04	12.892906
0.032667	0.04	12.897522
0.033333	0.04	12.901467
0.034000	0.04	12.915278
0.034667	0.04	12.909359
0.035333	0.04	12.918575
0.036000	0.04	12.882386
0.036667	0.04	12.900149
0.037333	0.04	12.883038
0.038000	0.04	12.890933
0.038667	0.04	12.887649
0.039333	0.04	12.864011
0.040000	0.04	12.885017
0.040667	0.04	12.884359
0.041333	0.04	12.858759
0.042000	0.04	12.885017
0.042667	0.04	12.876476
0.043333	0.04	12.854834
0.044000	0.04	12.867296
0.044667	0.04	12.873203
0.045333	0.04	12.886984
0.046000	0.04	12.881743
0.046667	0.04	12.887649
0.047333	0.04	12.889623
0.048000	0.04	12.896206
0.048667	0.04	12.927805
0.049333	0.04	12.916604
0.050000	0.04	12.903437
0.050667	0.04	12.934401
0.051333	0.04	12.894881
0.052000	0.04	12.914626
0.052667	0.04	12.915278
0.053333	0.04	12.909359
0.054000	0.04	12.897522
0.054667	0.04	12.876476
0.055333	0.04	12.856790
0.056000	0.04	12.859415
0.056667	0.04	12.824715
0.057333	0.04	12.863348
0.058000	0.04	12.851553
0.058667	0.04	12.869260
0.059333	0.04	12.885017
0.060000	0.04	12.882386
0.060667	0.04	12.907391
0.061333	0.04	12.896206
0.062000	0.04	12.858102
0.062667	0.04	12.872553
0.063333	0.04	12.873203
0.064000	0.04	12.867953
0.064667	0.04	12.833208
0.065333	0.04	12.842391
0.066000	0.04	12.845007
0.066667	0.04	12.836486
0.067333	0.04	12.835175
