File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/171.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	78
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	20:06:24
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.608790
Signal Max.	140.421539
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.850904
0.000667	0.04	12.865332
0.001333	0.04	12.815559
0.002000	0.04	12.822096
0.002667	0.04	12.812942
0.003333	0.04	12.801187
0.004000	0.04	12.813603
0.004667	0.04	12.818169
0.005333	0.04	12.826673
0.006000	0.04	12.851553
0.006667	0.04	12.848928
0.007333	0.04	12.864668
0.008000	0.04	12.883038
0.008667	0.04	12.895539
0.009333	0.04	12.893572
0.010000	0.04	12.917257
0.010667	0.04	12.927805
0.011333	0.04	12.949591
0.012000	0.04	12.911337
0.012667	0.04	12.929779
0.013333	0.04	12.869917
0.014000	0.04	12.850242
0.014667	0.04	12.811633
0.015333	0.04	12.808371
0.016000	0.04	12.805755
0.016667	0.04	12.827320
0.017333	0.04	12.813603
0.018000	0.04	12.867296
0.018667	0.04	12.875167
0.019333	0.04	12.900801
0.020000	0.04	12.894223
0.020667	0.04	12.925174
0.021333	0.04	12.906079
0.022000	0.04	12.925174
0.022667	0.04	12.906079
0.023333	0.04	12.917924
0.024000	0.04	12.913301
0.024667	0.04	12.920562
0.025333	0.04	12.917924
0.026000	0.04	12.923186
0.026667	0.04	12.925825
0.027333	0.04	12.932426
0.028000	0.04	12.901467
0.028667	0.04	12.941006
0.029333	0.04	12.921866
0.030000	0.04	12.883709
0.030667	0.04	12.919236
0.031333	0.04	12.938364
0.032000	0.04	12.908042
0.032667	0.04	12.910670
0.033333	0.04	12.922527
0.034000	0.04	12.948923
0.034667	0.04	12.946280
0.035333	0.04	12.920562
0.036000	0.04	12.940346
0.036667	0.04	12.943648
0.037333	0.04	12.937042
0.038000	0.04	12.933747
0.038667	0.04	12.948255
0.039333	0.04	12.903437
0.040000	0.04	12.906079
0.040667	0.04	12.859415
0.041333	0.04	12.848928
0.042000	0.04	12.821434
0.042667	0.04	12.790094
0.043333	0.04	12.779672
0.044000	0.04	12.765984
0.044667	0.04	12.769889
0.045333	0.04	12.776410
0.046000	0.04	12.766636
0.046667	0.04	12.760127
0.047333	0.04	12.745824
0.048000	0.04	12.756878
0.048667	0.04	12.742577
0.049333	0.04	12.739968
0.050000	0.04	12.775758
0.050667	0.04	12.762726
0.051333	0.04	12.740626
0.052000	0.04	12.762726
0.052667	0.04	12.773801
0.053333	0.04	12.755568
0.054000	0.04	12.773801
0.054667	0.04	12.750380
0.055333	0.04	12.786830
0.056000	0.04	12.782920
0.056667	0.04	12.790740
0.057333	0.04	12.790740
0.058000	0.04	12.778359
0.058667	0.04	12.762089
0.059333	0.04	12.759475
0.060000	0.04	12.759475
0.060667	0.04	12.728937
0.061333	0.04	12.764035
0.062000	0.04	12.730243
0.062667	0.04	12.735422
0.063333	0.04	12.757528
0.064000	0.04	12.764680
0.064667	0.04	12.781615
0.065333	0.04	12.778359
0.066000	0.04	12.786830
0.066667	0.04	12.764680
0.067333	0.04	12.745824
0.068000	0.04	12.732837
0.068667	0.04	12.705591
0.069333	0.04	12.701050
0.070000	0.04	12.706232
0.070667	0.04	12.694581
0.071333	0.04	12.749071
0.072000	0.04	12.738674
0.072667	0.04	12.759475
0.073333	0.04	12.741277
0.074000	0.04	12.762089
0.074667	0.04	12.750380
0.075333	0.04	12.765984
0.076000	0.04	12.759475
0.076667	0.04	12.754923
0.077333	0.04	12.752318
0.078000	0.04	12.748419
0.078667	0.04	12.728937
0.079333	0.04	12.763371
0.080000	0.04	12.764680
