File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/310.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	13
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	28-Apr-25
Injection Time	21:02:00
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.239577
Signal Max.	116.326614
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.416779
0.000667	0.04	12.401600
0.001333	0.04	12.386440
0.002000	0.04	12.364985
0.002667	0.04	12.362480
0.003333	0.04	12.366886
0.004000	0.04	12.356176
0.004667	0.04	12.386440
0.005333	0.04	12.370044
0.006000	0.04	12.365617
0.006667	0.04	12.353655
0.007333	0.04	12.386440
0.008000	0.04	12.371293
0.008667	0.04	12.434527
0.009333	0.04	12.381396
0.010000	0.04	12.395277
0.010667	0.04	12.416779
0.011333	0.04	12.409187
0.012000	0.04	12.425650
0.012667	0.04	12.444662
0.013333	0.04	12.380751
0.014000	0.04	12.370667
0.014667	0.04	12.353655
0.015333	0.04	12.287093
0.016000	0.04	12.287093
0.016667	0.04	12.311543
0.017333	0.04	12.318433
0.018000	0.04	12.340443
0.018667	0.04	12.369398
0.019333	0.04	12.378236
0.020000	0.04	12.369398
0.020667	0.04	12.364367
0.021333	0.04	12.381396
0.022000	0.04	12.390862
0.022667	0.04	12.411088
0.023333	0.04	12.421844
0.024000	0.04	12.383293
0.024667	0.04	12.430726
0.025333	0.04	12.409187
0.026000	0.04	12.408553
0.026667	0.04	12.401600
0.027333	0.04	12.394650
0.028000	0.04	12.404767
0.028667	0.04	12.410454
0.029333	0.04	12.402866
0.030000	0.04	12.433250
0.030667	0.04	12.440857
0.031333	0.04	12.418046
0.032000	0.04	12.455447
0.032667	0.04	12.390862
0.033333	0.04	12.427552
0.034000	0.04	12.375083
0.034667	0.04	12.401600
0.035333	0.04	12.409187
0.036000	0.04	12.427552
0.036667	0.04	12.403500
0.037333	0.04	12.411088
0.038000	0.04	12.434527
0.038667	0.04	12.411088
0.039333	0.04	12.414890
0.040000	0.04	12.417419
0.040667	0.04	12.412989
0.041333	0.04	12.427552
0.042000	0.04	12.431981
0.042667	0.04	12.431347
0.043333	0.04	12.425014
0.044000	0.04	12.426277
0.044667	0.04	12.415510
0.045333	0.04	12.423754
0.046000	0.04	12.404767
0.046667	0.04	12.403500
0.047333	0.04	12.388971
0.048000	0.04	12.405400
0.048667	0.04	12.414890
0.049333	0.04	12.402234
0.050000	0.04	12.400967
0.050667	0.04	12.394650
0.051333	0.04	12.372556
0.052000	0.04	12.388971
0.052667	0.04	12.378861
0.053333	0.04	12.380126
0.054000	0.04	12.352386
0.054667	0.04	12.337916
0.055333	0.04	12.349247
0.056000	0.04	12.357433
0.056667	0.04	12.341697
0.057333	0.04	12.361850
0.058000	0.04	12.364985
0.058667	0.04	12.347369
0.059333	0.04	12.344841
0.060000	0.04	12.358701
0.060667	0.04	12.355547
0.061333	0.04	12.371293
0.062000	0.04	12.374452
0.062667	0.04	12.378861
0.063333	0.04	12.389604
0.064000	0.04	12.409187
0.064667	0.04	12.406660
0.065333	0.04	12.445298
0.066000	0.04	12.402866
0.066667	0.04	12.430079
0.067333	0.04	12.407292
0.068000	0.04	12.409826
0.068667	0.04	12.440857
0.069333	0.04	12.421844
0.070000	0.04	12.410454
0.070667	0.04	12.417419
0.071333	0.04	12.434527
0.072000	0.04	12.443398
0.072667	0.04	12.449746
0.073333	0.04	12.425014
0.074000	0.04	12.447840
0.074667	0.04	12.445932
0.075333	0.04	12.439593
0.076000	0.04	12.441492
0.076667	0.04	12.438965
0.077333	0.04	12.436426
0.078000	0.04	12.407292
0.078667	0.04	12.430079
0.079333	0.04	12.425650
0.080000	0.04	12.437682
0.080667	0.04	12.419955
0.081333	0.04	12.438316
0.082000	0.04	12.411729
0.082667	0.04	12.428181
0.083333	0.04	12.383911
0.084000	0.04	12.415510
0.084667	0.04	12.410454
0.085333	0.04	12.385170
0.086000	0.04	12.426925
0.086667	0.04	12.432616
0.087333	0.04	12.425014
0.088000	0.04	12.437054
0.088667	0.04	12.445298
0.089333	0.04	12.485967
0.090000	0.04	12.477691
0.090667	0.04	12.512090
0.091333	0.04	12.463710
0.092000	0.04	12.466900
0.092667	0.04	12.453553
0.093333	0.04	12.474519
0.094000	0.04	12.468795
0.094667	0.04	12.465619
0.095333	0.04	12.478971
0.096000	0.04	12.464983
0.096667	0.04	12.459270
0.097333	0.04	12.437682
0.098000	0.04	12.442770
0.098667	0.04	12.426277
0.099333	0.04	12.405400
0.100000	0.04	12.410454
0.100667	0.04	12.399707
0.101333	0.04	12.407292
0.102000	0.04	12.399075
0.102667	0.04	12.425650
0.103333	0.04	12.409826
