File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/480.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	26
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	01:38:52
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.342964
Signal Max.	116.458107
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.503170
0.000667	0.04	12.526131
0.001333	0.04	12.533801
0.002000	0.04	12.524853
0.002667	0.04	12.515917
0.003333	0.04	12.520391
0.004000	0.04	12.532515
0.004667	0.04	12.526131
0.005333	0.04	12.522946
0.006000	0.04	12.514639
0.006667	0.04	12.506342
0.007333	0.04	12.494882
0.008000	0.04	12.506994
0.008667	0.04	12.496782
0.009333	0.04	12.502525
0.010000	0.04	12.483424
0.010667	0.04	12.457362
0.011333	0.04	12.487873
0.012000	0.04	12.496782
0.012667	0.04	12.471328
0.013333	0.04	12.447190
0.014000	0.04	12.426925
0.014667	0.04	12.390229
0.015333	0.04	12.342964
0.016000	0.04	12.344204
0.016667	0.04	12.351145
0.017333	0.04	12.379499
0.018000	0.04	12.371293
0.018667	0.04	12.403500
0.019333	0.04	12.420582
0.020000	0.04	12.466249
0.020667	0.04	12.459900
0.021333	0.04	12.468795
0.022000	0.04	12.484685
0.022667	0.04	12.501893
0.023333	0.04	12.497427
0.024000	0.04	12.490423
0.024667	0.04	12.511457
0.025333	0.04	12.508265
0.026000	0.04	12.501263
0.026667	0.04	12.489148
0.027333	0.04	12.502525
0.028000	0.04	12.464983
0.028667	0.04	12.517195
0.029333	0.04	12.460528
0.030000	0.04	12.477059
0.030667	0.04	12.498702
