File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/414.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	22
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	00:13:40
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.250824
Signal Max.	115.051834
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.493619
0.000667	0.04	12.509548
0.001333	0.04	12.485324
0.002000	0.04	12.464983
0.002667	0.04	12.482150
0.003333	0.04	12.454811
0.004000	0.04	12.454182
0.004667	0.04	12.451011
0.005333	0.04	12.438316
0.006000	0.04	12.462430
0.006667	0.04	12.444040
0.007333	0.04	12.428815
0.008000	0.04	12.452282
0.008667	0.04	12.455447
0.009333	0.04	12.419955
0.010000	0.04	12.421216
0.010667	0.04	12.463710
0.011333	0.04	12.462430
0.012000	0.04	12.472609
0.012667	0.04	12.469431
0.013333	0.04	12.451653
0.014000	0.04	12.435791
0.014667	0.04	12.416157
0.015333	0.04	12.383911
0.016000	0.04	12.362480
0.016667	0.04	12.392126
0.017333	0.04	12.396557
0.018000	0.04	12.419955
0.018667	0.04	12.425014
0.019333	0.04	12.418687
0.020000	0.04	12.419955
0.020667	0.04	12.439593
0.021333	0.04	12.435791
0.022000	0.04	12.463074
0.022667	0.04	12.460528
0.023333	0.04	12.497427
0.024000	0.04	12.521023
0.024667	0.04	12.526131
0.025333	0.04	12.533801
0.026000	0.04	12.570281
0.026667	0.04	12.572200
0.027333	0.04	12.534433
0.028000	0.04	12.565147
0.028667	0.04	12.542115
0.029333	0.04	12.538274
0.030000	0.04	12.518479
0.030667	0.04	12.522301
0.031333	0.04	12.552986
0.032000	0.04	12.530602
0.032667	0.04	12.538274
0.033333	0.04	12.528057
0.034000	0.04	12.515917
0.034667	0.04	12.510180
0.035333	0.04	12.501263
0.036000	0.04	12.462430
0.036667	0.04	12.484056
0.037333	0.04	12.461795
0.038000	0.04	12.478971
0.038667	0.04	12.458634
0.039333	0.04	12.475156
0.040000	0.04	12.464339
0.040667	0.04	12.451011
0.041333	0.04	12.456090
0.042000	0.04	12.440228
0.042667	0.04	12.426277
0.043333	0.04	12.422478
0.044000	0.04	12.430726
0.044667	0.04	12.402234
0.045333	0.04	12.428181
0.046000	0.04	12.398455
0.046667	0.04	12.409826
0.047333	0.04	12.417419
0.048000	0.04	12.384538
0.048667	0.04	12.394018
0.049333	0.04	12.392760
0.050000	0.04	12.380751
0.050667	0.04	12.387699
0.051333	0.04	12.387073
0.052000	0.04	12.364985
0.052667	0.04	12.403500
0.053333	0.04	12.376966
0.054000	0.04	12.373827
0.054667	0.04	12.369398
0.055333	0.04	12.359325
0.056000	0.04	12.380126
0.056667	0.04	12.395917
0.057333	0.04	12.414890
0.058000	0.04	12.420582
0.058667	0.04	12.406040
0.059333	0.04	12.426925
0.060000	0.04	12.451011
0.060667	0.04	12.478333
0.061333	0.04	12.485324
0.062000	0.04	12.470061
0.062667	0.04	12.494244
0.063333	0.04	12.480875
0.064000	0.04	12.470061
0.064667	0.04	12.458634
0.065333	0.04	12.452282
0.066000	0.04	12.467529
0.066667	0.04	12.483424
0.067333	0.04	12.477059
0.068000	0.04	12.497427
0.068667	0.04	12.482150
0.069333	0.04	12.470698
0.070000	0.04	12.469431
0.070667	0.04	12.471964
0.071333	0.04	12.471328
0.072000	0.04	12.451011
0.072667	0.04	12.428181
0.073333	0.04	12.456090
0.074000	0.04	12.448468
0.074667	0.04	12.438965
0.075333	0.04	12.418687
0.076000	0.04	12.440228
0.076667	0.04	12.442127
0.077333	0.04	12.446561
0.078000	0.04	12.437054
0.078667	0.04	12.473874
0.079333	0.04	12.434527
0.080000	0.04	12.448468
0.080667	0.04	12.428181
0.081333	0.04	12.434527
0.082000	0.04	12.457362
0.082667	0.04	12.464983
0.083333	0.04	12.459900
0.084000	0.04	12.489148
0.084667	0.04	12.477059
0.085333	0.04	12.459270
0.086000	0.04	12.430726
0.086667	0.04	12.461172
0.087333	0.04	12.452282
0.088000	0.04	12.431347
0.088667	0.04	12.433250
0.089333	0.04	12.437054
0.090000	0.04	12.433880
0.090667	0.04	12.447190
0.091333	0.04	12.425014
0.092000	0.04	12.423113
0.092667	0.04	12.423113
0.093333	0.04	12.427552
0.094000	0.04	12.423113
0.094667	0.04	12.406660
0.095333	0.04	12.418046
0.096000	0.04	12.418687
0.096667	0.04	12.430726
0.097333	0.04	12.396557
0.098000	0.04	12.406660
0.098667	0.04	12.400967
0.099333	0.04	12.408553
0.100000	0.04	12.410454
0.100667	0.04	12.397809
0.101333	0.04	12.359325
0.102000	0.04	12.404140
0.102667	0.04	12.409187
0.103333	0.04	12.382654
0.104000	0.04	12.394650
0.104667	0.04	12.387699
0.105333	0.04	12.407933
0.106000	0.04	12.421216
0.106667	0.04	12.404767
0.107333	0.04	12.425014
0.108000	0.04	12.413623
0.108667	0.04	12.409826
0.109333	0.04	12.431347
0.110000	0.04	12.416157
0.110667	0.04	12.401600
0.111333	0.04	12.444662
0.112000	0.04	12.429449
0.112667	0.04	12.424374
0.113333	0.04	12.431981
0.114000	0.04	12.437054
0.114667	0.04	12.418687
0.115333	0.04	12.424374
0.116000	0.04	12.414243
0.116667	0.04	12.431981
0.117333	0.04	12.430726
0.118000	0.04	12.440857
0.118667	0.04	12.452282
0.119333	0.04	12.444662
0.120000	0.04	12.436426
0.120667	0.04	12.438965
0.121333	0.04	12.425650
0.122000	0.04	12.409826
0.122667	0.04	12.408553
0.123333	0.04	12.429449
