File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/101-200-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/406.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	15
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	09:14:33
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.734117
Signal Max.	14.851436
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	13.116441
0.000667	0.04	13.121799
0.001333	0.04	13.139892
0.002000	0.04	13.143247
0.002667	0.04	13.116441
0.003333	0.04	13.127830
0.004000	0.04	13.138542
0.004667	0.04	13.122476
0.005333	0.04	13.127830
0.006000	0.04	13.133184
0.006667	0.04	13.129833
0.007333	0.04	13.151958
0.008000	0.04	13.137873
0.008667	0.04	13.124477
0.009333	0.04	13.107759
0.010000	0.04	13.130510
0.010667	0.04	13.144588
0.011333	0.04	13.092382
0.012000	0.04	13.108420
0.012667	0.04	13.078368
0.013333	0.04	13.071699
0.014000	0.04	13.017804
0.014667	0.04	12.976704
0.015333	0.04	12.972723
0.016000	0.04	12.960820
0.016667	0.04	12.977346
0.017333	0.04	12.999878
0.018000	0.04	13.039067
0.018667	0.04	13.055699
0.019333	0.04	13.057025
0.020000	0.04	13.056366
0.020667	0.04	13.071699
0.021333	0.04	13.102406
0.022000	0.04	13.101729
0.022667	0.04	13.099055
0.023333	0.04	13.096387
0.024000	0.04	13.087705
0.024667	0.04	13.053699
0.025333	0.04	13.077693
0.026000	0.04	13.063033
0.026667	0.04	13.073694
0.027333	0.04	13.071699
0.028000	0.04	13.083035
0.028667	0.04	13.087044
0.029333	0.04	13.067029
