File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/562.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	52
Position	2
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	10:52:37
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.501263
Signal Max.	138.739456
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.767940
0.000667	0.04	12.744529
0.001333	0.04	12.765339
0.002000	0.04	12.736073
0.002667	0.04	12.741920
0.003333	0.04	12.750380
0.004000	0.04	12.720490
0.004667	0.04	12.696526
0.005333	0.04	12.697174
0.006000	0.04	12.714655
0.006667	0.04	12.694581
0.007333	0.04	12.674526
0.008000	0.04	12.668718
0.008667	0.04	12.659680
0.009333	0.04	12.662906
0.010000	0.04	12.650002
0.010667	0.04	12.646121
0.011333	0.04	12.637757
0.012000	0.04	12.640964
0.012667	0.04	12.633243
0.013333	0.04	12.603649
0.014000	0.04	12.591443
0.014667	0.04	12.536360
0.015333	0.04	12.510180
0.016000	0.04	12.514639
0.016667	0.04	12.532515
0.017333	0.04	12.563857
0.018000	0.04	12.600425
0.018667	0.04	12.611366
0.019333	0.04	12.662244
0.020000	0.04	12.681640
0.020667	0.04	12.677115
0.021333	0.04	12.684230
0.022000	0.04	12.704934
0.022667	0.04	12.723739
0.023333	0.04	12.717908
0.024000	0.04	12.718550
0.024667	0.04	12.705591
0.025333	0.04	12.711423
0.026000	0.04	12.697174
0.026667	0.04	12.698470
0.027333	0.04	12.704299
0.028000	0.04	12.710125
0.028667	0.04	12.683581
0.029333	0.04	12.714005
0.030000	0.04	12.732837
0.030667	0.04	12.756226
0.031333	0.04	12.768584
0.032000	0.04	12.767940
0.032667	0.04	12.774446
0.033333	0.04	12.782269
0.034000	0.04	12.802493
0.034667	0.04	12.798572
0.035333	0.04	12.797926
0.036000	0.04	12.792046
0.036667	0.04	12.811633
0.037333	0.04	12.765984
0.038000	0.04	12.732837
0.038667	0.04	12.749722
0.039333	0.04	12.705591
0.040000	0.04	12.739325
0.040667	0.04	12.710773
0.041333	0.04	12.680999
0.042000	0.04	12.689397
0.042667	0.04	12.693933
0.043333	0.04	12.712708
0.044000	0.04	12.683581
0.044667	0.04	12.715318
0.045333	0.04	12.695878
0.046000	0.04	12.696526
0.046667	0.04	12.712708
0.047333	0.04	12.708827
0.048000	0.04	12.712708
0.048667	0.04	12.717251
0.049333	0.04	12.708827
0.050000	0.04	12.712708
0.050667	0.04	12.714005
0.051333	0.04	12.723739
0.052000	0.04	12.708827
0.052667	0.04	12.739325
0.053333	0.04	12.732179
0.054000	0.04	12.740626
0.054667	0.04	12.738018
0.055333	0.04	12.748419
0.056000	0.04	12.728937
0.056667	0.04	12.705591
0.057333	0.04	12.721797
0.058000	0.04	12.725038
0.058667	0.04	12.726336
0.059333	0.04	12.732837
0.060000	0.04	12.726980
0.060667	0.04	12.722439
0.061333	0.04	12.746474
0.062000	0.04	12.740626
0.062667	0.04	12.728937
0.063333	0.04	12.744529
0.064000	0.04	12.733465
0.064667	0.04	12.717908
0.065333	0.04	12.720490
0.066000	0.04	12.700401
0.066667	0.04	12.702995
0.067333	0.04	12.706232
0.068000	0.04	12.705591
0.068667	0.04	12.691334
0.069333	0.04	12.711423
0.070000	0.04	12.715960
0.070667	0.04	12.730243
0.071333	0.04	12.712708
0.072000	0.04	12.723096
0.072667	0.04	12.706232
0.073333	0.04	12.732837
0.074000	0.04	12.760127
0.074667	0.04	12.763371
0.075333	0.04	12.781615
0.076000	0.04	12.790740
0.076667	0.04	12.795973
0.077333	0.04	12.773149
0.078000	0.04	12.762089
0.078667	0.04	12.775758
0.079333	0.04	12.795973
0.080000	0.04	12.758831
0.080667	0.04	12.762089
0.081333	0.04	12.739325
0.082000	0.04	12.754272
0.082667	0.04	12.731529
0.083333	0.04	12.710125
0.084000	0.04	12.718550
0.084667	0.04	12.688115
0.085333	0.04	12.695878
0.086000	0.04	12.692636
0.086667	0.04	12.714005
0.087333	0.04	12.697823
0.088000	0.04	12.697174
0.088667	0.04	12.733465
0.089333	0.04	12.739968
0.090000	0.04	12.758180
0.090667	0.04	12.763371
0.091333	0.04	12.744529
0.092000	0.04	12.749722
0.092667	0.04	12.728937
0.093333	0.04	12.712708
0.094000	0.04	12.745824
0.094667	0.04	12.697174
0.095333	0.04	12.711423
0.096000	0.04	12.691990
0.096667	0.04	12.714005
0.097333	0.04	12.668718
0.098000	0.04	12.688115
0.098667	0.04	12.690052
0.099333	0.04	12.693933
0.100000	0.04	12.664185
0.100667	0.04	12.660318
0.101333	0.04	12.655164
0.102000	0.04	12.660972
0.102667	0.04	12.640325
0.103333	0.04	12.666784
0.104000	0.04	12.698470
0.104667	0.04	12.706882
0.105333	0.04	12.686812
0.106000	0.04	12.686812
0.106667	0.04	12.717908
0.107333	0.04	12.717908
0.108000	0.04	12.708827
0.108667	0.04	12.690052
0.109333	0.04	12.723096
0.110000	0.04	12.721797
0.110667	0.04	12.751017
0.111333	0.04	12.714655
0.112000	0.04	12.715318
0.112667	0.04	12.703651
0.113333	0.04	12.712071
0.114000	0.04	12.722439
0.114667	0.04	12.725695
0.115333	0.04	12.720490
0.116000	0.04	12.764035
0.116667	0.04	12.758831
0.117333	0.04	12.752970
0.118000	0.04	12.754923
0.118667	0.04	12.780331
0.119333	0.04	12.755568
0.120000	0.04	12.726980
0.120667	0.04	12.738018
0.121333	0.04	12.706232
0.122000	0.04	12.712071
0.122667	0.04	12.725038
0.123333	0.04	12.734117
0.124000	0.04	12.697823
0.124667	0.04	12.730879
0.125333	0.04	12.735422
0.126000	0.04	12.723739
0.126667	0.04	12.709482
0.127333	0.04	12.736724
0.128000	0.04	12.734117
0.128667	0.04	12.734780
0.129333	0.04	12.739325
0.130000	0.04	12.721140
0.130667	0.04	12.710125
0.131333	0.04	12.734117
0.132000	0.04	12.704934
0.132667	0.04	12.734780
0.133333	0.04	12.715318
0.134000	0.04	12.710125
0.134667	0.04	12.706232
0.135333	0.04	12.717251
0.136000	0.04	12.691334
0.136667	0.04	12.645489
0.137333	0.04	12.681640
0.138000	0.04	12.672593
0.138667	0.04	12.665484
0.139333	0.04	12.666784
0.140000	0.04	12.655802
0.140667	0.04	12.664838
0.141333	0.04	12.677755
0.142000	0.04	12.688115
0.142667	0.04	12.679050
0.143333	0.04	12.699760
0.144000	0.04	12.710125
0.144667	0.04	12.701050
0.145333	0.04	12.675180
0.146000	0.04	12.675820
0.146667	0.04	12.675820
0.147333	0.04	12.664838
0.148000	0.04	12.689397
0.148667	0.04	12.697174
0.149333	0.04	12.714655
0.150000	0.04	12.734780
0.150667	0.04	12.739325
0.151333	0.04	12.747768
0.152000	0.04	12.732179
0.152667	0.04	12.744529
0.153333	0.04	12.769243
0.154000	0.04	12.762726
0.154667	0.04	12.778359
0.155333	0.04	12.777715
0.156000	0.04	12.809017
0.156667	0.04	12.783581
0.157333	0.04	12.777715
0.158000	0.04	12.810987
0.158667	0.04	12.736073
0.159333	0.04	12.754272
0.160000	0.04	12.742577
0.160667	0.04	12.766636
0.161333	0.04	12.734117
0.162000	0.04	12.728286
0.162667	0.04	12.719199
0.163333	0.04	12.724388
0.164000	0.04	12.704299
0.164667	0.04	12.708179
0.165333	0.04	12.726336
0.166000	0.04	12.714655
0.166667	0.04	12.704299
0.167333	0.04	12.739968
0.168000	0.04	12.726336
0.168667	0.04	12.714005
0.169333	0.04	12.730243
0.170000	0.04	12.701705
0.170667	0.04	12.713363
0.171333	0.04	12.695222
0.172000	0.04	12.717908
0.172667	0.04	12.721140
0.173333	0.04	12.692636
0.174000	0.04	12.686179
0.174667	0.04	12.669365
0.175333	0.04	12.680999
0.176000	0.04	12.697174
0.176667	0.04	12.710125
0.177333	0.04	12.701705
0.178000	0.04	12.688750
0.178667	0.04	12.721140
0.179333	0.04	12.688115
0.180000	0.04	12.695878
0.180667	0.04	12.728937
0.181333	0.04	12.688750
0.182000	0.04	12.714655
0.182667	0.04	12.719199
0.183333	0.04	12.720490
0.184000	0.04	12.720490
0.184667	0.04	12.721140
0.185333	0.04	12.707529
0.186000	0.04	12.707529
0.186667	0.04	12.725695
0.187333	0.04	12.721797
0.188000	0.04	12.706232
0.188667	0.04	12.728937
0.189333	0.04	12.764680
0.190000	0.04	12.772496
0.190667	0.04	12.783581
0.191333	0.04	12.786830
0.192000	0.04	12.812942
