File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/886.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	7
Position	1
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	28-Apr-25
Injection Time	18:54:13
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.228360
Signal Max.	118.237518
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.418046
0.000667	0.04	12.440228
0.001333	0.04	12.419955
0.002000	0.04	12.417419
0.002667	0.04	12.388971
0.003333	0.04	12.397809
0.004000	0.04	12.387699
0.004667	0.04	12.375083
0.005333	0.04	12.378861
0.006000	0.04	12.385170
0.006667	0.04	12.377611
0.007333	0.04	12.387073
0.008000	0.04	12.390862
0.008667	0.04	12.393393
0.009333	0.04	12.374452
0.010000	0.04	12.370044
0.010667	0.04	12.368767
0.011333	0.04	12.344204
0.012000	0.04	12.375715
0.012667	0.04	12.373181
0.013333	0.04	12.337280
0.014000	0.04	12.307143
0.014667	0.04	12.289596
0.015333	0.04	12.254577
0.016000	0.04	12.248954
0.016667	0.04	12.228360
0.017333	0.04	12.243328
0.018000	0.04	12.266450
0.018667	0.04	12.247703
0.019333	0.04	12.274580
0.020000	0.04	12.278335
0.020667	0.04	12.317187
0.021333	0.04	12.333522
0.022000	0.04	12.324723
0.022667	0.04	12.311543
0.023333	0.04	12.340443
0.024000	0.04	12.359325
0.024667	0.04	12.329128
0.025333	0.04	12.352386
0.026000	0.04	12.373827
0.026667	0.04	12.355547
0.027333	0.04	12.370044
0.028000	0.04	12.332262
0.028667	0.04	12.331010
0.029333	0.04	12.346725
0.030000	0.04	12.354279
0.030667	0.04	12.372556
0.031333	0.04	12.354279
