File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/221.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	77
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	19:45:07
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.583088
Signal Max.	136.804321
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.938364
0.000667	0.04	12.921866
0.001333	0.04	12.942981
0.002000	0.04	12.947600
0.002667	0.04	12.933087
0.003333	0.04	12.921228
0.004000	0.04	12.916604
0.004667	0.04	12.939685
0.005333	0.04	12.900149
0.006000	0.04	12.903437
0.006667	0.04	12.884359
0.007333	0.04	12.880427
0.008000	0.04	12.888301
0.008667	0.04	12.879106
0.009333	0.04	12.882386
0.010000	0.04	12.865989
0.010667	0.04	12.863348
0.011333	0.04	12.884359
0.012000	0.04	12.872553
0.012667	0.04	12.861384
0.013333	0.04	12.816868
0.014000	0.04	12.771198
0.014667	0.04	12.752970
0.015333	0.04	12.736073
0.016000	0.04	12.704934
0.016667	0.04	12.715960
0.017333	0.04	12.706882
0.018000	0.04	12.747768
0.018667	0.04	12.727636
0.019333	0.04	12.770541
0.020000	0.04	12.767282
0.020667	0.04	12.758831
0.021333	0.04	12.765339
0.022000	0.04	12.777056
0.022667	0.04	12.775758
0.023333	0.04	12.777056
0.024000	0.04	12.809671
0.024667	0.04	12.814905
0.025333	0.04	12.827975
0.026000	0.04	12.824715
0.026667	0.04	12.815559
0.027333	0.04	12.822096
0.028000	0.04	12.815559
0.028667	0.04	12.810325
0.029333	0.04	12.797926
0.030000	0.04	12.793360
0.030667	0.04	12.775099
0.031333	0.04	12.751675
0.032000	0.04	12.744529
0.032667	0.04	12.746474
0.033333	0.04	12.739968
0.034000	0.04	12.739325
0.034667	0.04	12.739325
0.035333	0.04	12.710773
0.036000	0.04	12.760778
0.036667	0.04	12.708827
0.037333	0.04	12.726336
0.038000	0.04	12.741920
0.038667	0.04	12.722439
0.039333	0.04	12.765339
0.040000	0.04	12.773801
0.040667	0.04	12.790094
0.041333	0.04	12.800525
0.042000	0.04	12.802493
0.042667	0.04	12.813603
0.043333	0.04	12.829277
0.044000	0.04	12.799232
