File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/211.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	70
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	17:15:59
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.427552
Signal Max.	138.806946
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.629373
0.000667	0.04	12.635816
0.001333	0.04	12.609435
0.002000	0.04	12.649357
0.002667	0.04	12.645489
0.003333	0.04	12.660318
0.004000	0.04	12.652572
0.004667	0.04	12.636460
0.005333	0.04	12.638396
0.006000	0.04	12.653864
0.006667	0.04	12.652572
0.007333	0.04	12.640325
0.008000	0.04	12.653217
0.008667	0.04	12.657748
0.009333	0.04	12.660318
0.010000	0.04	12.674526
0.010667	0.04	12.671305
0.011333	0.04	12.700401
0.012000	0.04	12.686179
0.012667	0.04	12.682935
0.013333	0.04	12.664838
0.014000	0.04	12.601089
0.014667	0.04	12.588235
0.015333	0.04	12.554909
0.016000	0.04	12.554909
0.016667	0.04	12.577328
0.017333	0.04	12.601089
0.018000	0.04	12.611366
0.018667	0.04	12.648704
0.019333	0.04	12.627445
0.020000	0.04	12.647419
0.020667	0.04	12.630017
0.021333	0.04	12.614572
0.022000	0.04	12.632598
0.022667	0.04	12.639027
0.023333	0.04	12.615846
0.024000	0.04	12.645489
0.024667	0.04	12.646767
0.025333	0.04	12.617141
0.026000	0.04	12.651939
0.026667	0.04	12.614572
0.027333	0.04	12.624229
0.028000	0.04	12.621638
0.028667	0.04	12.631300
0.029333	0.04	12.659680
0.030000	0.04	12.642255
0.030667	0.04	12.632598
0.031333	0.04	12.628083
0.032000	0.04	12.627445
0.032667	0.04	12.620370
0.033333	0.04	12.669365
0.034000	0.04	12.649357
0.034667	0.04	12.632598
0.035333	0.04	12.628728
0.036000	0.04	12.611366
0.036667	0.04	12.635170
0.037333	0.04	12.633243
0.038000	0.04	12.616497
0.038667	0.04	12.586944
0.039333	0.04	12.590793
0.040000	0.04	12.594644
0.040667	0.04	12.593365
0.041333	0.04	12.603649
0.042000	0.04	12.633894
0.042667	0.04	12.590157
0.043333	0.04	12.609435
0.044000	0.04	12.604279
0.044667	0.04	12.618436
0.045333	0.04	12.613291
0.046000	0.04	12.610065
0.046667	0.04	12.595936
0.047333	0.04	12.601089
0.048000	0.04	12.596572
0.048667	0.04	12.579255
0.049333	0.04	12.565788
0.050000	0.04	12.565788
0.050667	0.04	12.546584
0.051333	0.04	12.558100
0.052000	0.04	12.567072
0.052667	0.04	12.544024
0.053333	0.04	12.567714
0.054000	0.04	12.573469
0.054667	0.04	12.584380
0.055333	0.04	12.578599
0.056000	0.04	12.584380
0.056667	0.04	12.590793
0.057333	0.04	12.588879
0.058000	0.04	12.595936
0.058667	0.04	12.599152
0.059333	0.04	12.603649
0.060000	0.04	12.628728
0.060667	0.04	12.620370
0.061333	0.04	12.626148
0.062000	0.04	12.650002
0.062667	0.04	12.634525
0.063333	0.04	12.606859
0.064000	0.04	12.605573
0.064667	0.04	12.582466
0.065333	0.04	12.583737
0.066000	0.04	12.578599
0.066667	0.04	12.586944
0.067333	0.04	12.570281
0.068000	0.04	12.552986
0.068667	0.04	12.527410
0.069333	0.04	12.509548
0.070000	0.04	12.513368
0.070667	0.04	12.508903
0.071333	0.04	12.534433
0.072000	0.04	12.507626
0.072667	0.04	12.534433
0.073333	0.04	12.542115
0.074000	0.04	12.555550
0.074667	0.04	12.558100
0.075333	0.04	12.558100
0.076000	0.04	12.579898
0.076667	0.04	12.595293
0.077333	0.04	12.588235
0.078000	0.04	12.591443
0.078667	0.04	12.577328
0.079333	0.04	12.549782
0.080000	0.04	12.555550
0.080667	0.04	12.570281
0.081333	0.04	12.573469
0.082000	0.04	12.591443
0.082667	0.04	12.556831
0.083333	0.04	12.545951
0.084000	0.04	12.536993
0.084667	0.04	12.569004
0.085333	0.04	12.565788
0.086000	0.04	12.550415
0.086667	0.04	12.550415
0.087333	0.04	12.560672
0.088000	0.04	12.586308
0.088667	0.04	12.590793
0.089333	0.04	12.593365
0.090000	0.04	12.613291
0.090667	0.04	12.563223
0.091333	0.04	12.611996
0.092000	0.04	12.636460
0.092667	0.04	12.637098
0.093333	0.04	12.625511
0.094000	0.04	12.628728
0.094667	0.04	12.668064
0.095333	0.04	12.632598
0.096000	0.04	12.626148
0.096667	0.04	12.608790
0.097333	0.04	12.624866
0.098000	0.04	12.635170
0.098667	0.04	12.619075
0.099333	0.04	12.608140
0.100000	0.04	12.626148
0.100667	0.04	12.610723
0.101333	0.04	12.607504
0.102000	0.04	12.596572
0.102667	0.04	12.606209
0.103333	0.04	12.608790
0.104000	0.04	12.558100
0.104667	0.04	12.554909
0.105333	0.04	12.563857
0.106000	0.04	12.567072
0.106667	0.04	12.522946
0.107333	0.04	12.566438
0.108000	0.04	12.571558
0.108667	0.04	12.558741
0.109333	0.04	12.529968
0.110000	0.04	12.542742
0.110667	0.04	12.568369
0.111333	0.04	12.583737
0.112000	0.04	12.586308
0.112667	0.04	12.573469
0.113333	0.04	12.598508
0.114000	0.04	12.612646
0.114667	0.04	12.610723
0.115333	0.04	12.636460
0.116000	0.04	12.644198
0.116667	0.04	12.651939
0.117333	0.04	12.647419
0.118000	0.04	12.658387
0.118667	0.04	12.661612
0.119333	0.04	12.666130
0.120000	0.04	12.686812
0.120667	0.04	12.685525
0.121333	0.04	12.690052
0.122000	0.04	12.664838
0.122667	0.04	12.664185
0.123333	0.04	12.650002
0.124000	0.04	12.650002
0.124667	0.04	12.670011
0.125333	0.04	12.633243
0.126000	0.04	12.618436
0.126667	0.04	12.626795
0.127333	0.04	12.620370
0.128000	0.04	12.604929
0.128667	0.04	12.632598
0.129333	0.04	12.610723
0.130000	0.04	12.581810
0.130667	0.04	12.588879
0.131333	0.04	12.562582
0.132000	0.04	12.536993
0.132667	0.04	12.529968
0.133333	0.04	12.506994
0.134000	0.04	12.545951
0.134667	0.04	12.494882
0.135333	0.04	12.516562
0.136000	0.04	12.478971
0.136667	0.04	12.494882
0.137333	0.04	12.471964
0.138000	0.04	12.462430
0.138667	0.04	12.457991
0.139333	0.04	12.464339
0.140000	0.04	12.465619
0.140667	0.04	12.470698
0.141333	0.04	12.459900
0.142000	0.04	12.469431
0.142667	0.04	12.454811
0.143333	0.04	12.457991
0.144000	0.04	12.463074
0.144667	0.04	12.465619
0.145333	0.04	12.456090
0.146000	0.04	12.492975
0.146667	0.04	12.465619
0.147333	0.04	12.519118
0.148000	0.04	12.511457
0.148667	0.04	12.514639
0.149333	0.04	12.527410
0.150000	0.04	12.513368
0.150667	0.04	12.514639
0.151333	0.04	12.558100
0.152000	0.04	12.531888
0.152667	0.04	12.540188
0.153333	0.04	12.544024
0.154000	0.04	12.590793
0.154667	0.04	12.558100
0.155333	0.04	12.542115
0.156000	0.04	12.542115
0.156667	0.04	12.549154
0.157333	0.04	12.558741
0.158000	0.04	12.503170
0.158667	0.04	12.512090
0.159333	0.04	12.542115
0.160000	0.04	12.532515
0.160667	0.04	12.528057
0.161333	0.04	12.536360
0.162000	0.04	12.535073
0.162667	0.04	12.551069
0.163333	0.04	12.536360
0.164000	0.04	12.532515
0.164667	0.04	12.558741
0.165333	0.04	12.533160
0.166000	0.04	12.569632
0.166667	0.04	12.556831
0.167333	0.04	12.595293
0.168000	0.04	12.603005
0.168667	0.04	12.594007
0.169333	0.04	12.648058
0.170000	0.04	12.618436
0.170667	0.04	12.643552
0.171333	0.04	12.629373
0.172000	0.04	12.635170
0.172667	0.04	12.605573
0.173333	0.04	12.621007
0.174000	0.04	12.593365
0.174667	0.04	12.602362
0.175333	0.04	12.606209
0.176000	0.04	12.607504
0.176667	0.04	12.588879
0.177333	0.04	12.592729
0.178000	0.04	12.573469
0.178667	0.04	12.556183
0.179333	0.04	12.531241
0.180000	0.04	12.535714
0.180667	0.04	12.525491
0.181333	0.04	12.535714
0.182000	0.04	12.508903
0.182667	0.04	12.522946
0.183333	0.04	12.533801
0.184000	0.04	12.517195
0.184667	0.04	12.508903
0.185333	0.04	12.507626
0.186000	0.04	12.524853
0.186667	0.04	12.526131
0.187333	0.04	12.499979
0.188000	0.04	12.521662
0.188667	0.04	12.488503
0.189333	0.04	12.473245
0.190000	0.04	12.485967
0.190667	0.04	12.451011
0.191333	0.04	12.491699
0.192000	0.04	12.538914
0.192667	0.04	12.494882
0.193333	0.04	12.496782
0.194000	0.04	12.524219
0.194667	0.04	12.492344
0.195333	0.04	12.514639
0.196000	0.04	12.515917
0.196667	0.04	12.503801
0.197333	0.04	12.507626
0.198000	0.04	12.505072
0.198667	0.04	12.504434
0.199333	0.04	12.519744
0.200000	0.04	12.507626
0.200667	0.04	12.511457
0.201333	0.04	12.499979
0.202000	0.04	12.503170
0.202667	0.04	12.501893
0.203333	0.04	12.509548
0.204000	0.04	12.485967
0.204667	0.04	12.475792
0.205333	0.04	12.521662
0.206000	0.04	12.529968
0.206667	0.04	12.538274
0.207333	0.04	12.528057
0.208000	0.04	12.530602
0.208667	0.04	12.561306
0.209333	0.04	12.534433
0.210000	0.04	12.576686
0.210667	0.04	12.593365
0.211333	0.04	12.603005
0.212000	0.04	12.611366
0.212667	0.04	12.644198
0.213333	0.04	12.610723
0.214000	0.04	12.601711
0.214667	0.04	12.637098
0.215333	0.04	12.636460
0.216000	0.04	12.624229
0.216667	0.04	12.617141
0.217333	0.04	12.625511
0.218000	0.04	12.619075
0.218667	0.04	12.641616
0.219333	0.04	12.636460
0.220000	0.04	12.638396
0.220667	0.04	12.622941
0.221333	0.04	12.620370
0.222000	0.04	12.632598
0.222667	0.04	12.624229
0.223333	0.04	12.631300
0.224000	0.04	12.637757
0.224667	0.04	12.642906
0.225333	0.04	12.653217
0.226000	0.04	12.652572
0.226667	0.04	12.665484
0.227333	0.04	12.670011
0.228000	0.04	12.670011
0.228667	0.04	12.725038
0.229333	0.04	12.689397
0.230000	0.04	12.659680
0.230667	0.04	12.653864
0.231333	0.04	12.661612
0.232000	0.04	12.619075
0.232667	0.04	12.628728
0.233333	0.04	12.627445
0.234000	0.04	12.647419
0.234667	0.04	12.649357
0.235333	0.04	12.663545
0.236000	0.04	12.664838
0.236667	0.04	12.658387
0.237333	0.04	12.668718
0.238000	0.04	12.663545
0.238667	0.04	12.647419
0.239333	0.04	12.653864
0.240000	0.04	12.647419
0.240667	0.04	12.659680
0.241333	0.04	12.675180
0.242000	0.04	12.701705
0.242667	0.04	12.679697
0.243333	0.04	12.656447
0.244000	0.04	12.659680
0.244667	0.04	12.633894
0.245333	0.04	12.681640
0.246000	0.04	12.623578
0.246667	0.04	12.630017
0.247333	0.04	12.666784
0.248000	0.04	12.664838
0.248667	0.04	12.706232
0.249333	0.04	12.658387
0.250000	0.04	12.646121
0.250667	0.04	12.679050
0.251333	0.04	12.685525
0.252000	0.04	12.697823
