File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/854.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	86
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	22:56:47
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.616497
Signal Max.	138.604553
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.866639
0.000667	0.04	12.892256
0.001333	0.04	12.894881
0.002000	0.04	12.883709
0.002667	0.04	12.876476
0.003333	0.04	12.827320
0.004000	0.04	12.831250
0.004667	0.04	12.846960
0.005333	0.04	12.863348
0.006000	0.04	12.838458
0.006667	0.04	12.825362
0.007333	0.04	12.850904
0.008000	0.04	12.830602
0.008667	0.04	12.875833
0.009333	0.04	12.841074
0.010000	0.04	12.843026
0.010667	0.04	12.848928
0.011333	0.04	12.859415
0.012000	0.04	12.862698
0.012667	0.04	12.828645
0.013333	0.04	12.823406
0.014000	0.04	12.790094
0.014667	0.04	12.788129
0.015333	0.04	12.765339
0.016000	0.04	12.713363
0.016667	0.04	12.742577
0.017333	0.04	12.787497
0.018000	0.04	12.758180
0.018667	0.04	12.752970
0.019333	0.04	12.742577
0.020000	0.04	12.733465
0.020667	0.04	12.747105
0.021333	0.04	12.764680
0.022000	0.04	12.749722
0.022667	0.04	12.734780
0.023333	0.04	12.737367
0.024000	0.04	12.772496
0.024667	0.04	12.736073
0.025333	0.04	12.769889
0.026000	0.04	12.721140
0.026667	0.04	12.760778
0.027333	0.04	12.725695
0.028000	0.04	12.779013
0.028667	0.04	12.780970
0.029333	0.04	12.796618
0.030000	0.04	12.784226
0.030667	0.04	12.801833
0.031333	0.04	12.797279
0.032000	0.04	12.825362
0.032667	0.04	12.812287
0.033333	0.04	12.814905
0.034000	0.04	12.831898
