File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/592.smp/TCD_AuxRight.channel/TCD_AuxRight.chm
Channel	TCD_AuxRight

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	56
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	12:17:49
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	12001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	mV
Signal Min.	-8.848902
Signal Max.	297.904510
Channel	TCD_AuxRight
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.1
Max. Step (s)	0.1
Average Step (s)	0.1

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (mV)
0.000000	n.a.	-0.025848
0.001667	0.1	-0.026620
0.003333	0.1	-0.026312
0.005000	0.1	-0.026736
0.006667	0.1	-0.026505
0.008333	0.1	-0.027276
0.010000	0.1	-0.027353
0.011667	0.1	-0.027353
0.013333	0.1	-0.027353
0.015000	0.1	-0.027353
0.016667	0.1	-0.027353
0.018333	0.1	-0.027353
0.020000	0.1	-0.027353
0.021667	0.1	-0.027353
0.023333	0.1	-0.027353
0.025000	0.1	-0.027353
0.026667	0.1	-0.027353
0.028333	0.1	-0.027353
0.030000	0.1	-0.027353
0.031667	0.1	-0.027353
0.033333	0.1	-0.027353
0.035000	0.1	-0.027353
0.036667	0.1	-0.027353
0.038333	0.1	-0.027353
0.040000	0.1	-0.027353
0.041667	0.1	-0.027353
0.043333	0.1	-0.027353
0.045000	0.1	-0.027353
0.046667	0.1	-0.027353
0.048333	0.1	-0.027353
0.050000	0.1	-0.027353
0.051667	0.1	-0.027353
0.053333	0.1	-0.027353
0.055000	0.1	-0.027353
0.056667	0.1	-0.027353
0.058333	0.1	-0.027353
0.060000	0.1	-0.027353
0.061667	0.1	-0.027353
0.063333	0.1	-0.027353
0.065000	0.1	-0.027353
0.066667	0.1	-0.027353
0.068333	0.1	-0.027353
0.070000	0.1	-0.027353
0.071667	0.1	-0.027353
0.073333	0.1	-0.027353
0.075000	0.1	-0.027353
0.076667	0.1	-0.027353
0.078333	0.1	-0.027353
0.080000	0.1	-0.027353
0.081667	0.1	-0.027353
0.083333	0.1	-0.027353
0.085000	0.1	-0.027353
0.086667	0.1	-0.027353
0.088333	0.1	-0.027353
0.090000	0.1	-0.027353
0.091667	0.1	-0.027353
0.093333	0.1	-0.027353
0.095000	0.1	-0.027353
0.096667	0.1	-0.027353
0.098333	0.1	-0.027353
0.100000	0.1	-0.027353
0.101667	0.1	-0.027353
0.103333	0.1	-0.027353
0.105000	0.1	-0.027353
0.106667	0.1	-0.027353
0.108333	0.1	-0.027353
0.110000	0.1	-0.027353
0.111667	0.1	-0.027353
0.113333	0.1	-0.027353
0.115000	0.1	-0.027353
0.116667	0.1	-0.027353
0.118333	0.1	-0.027353
0.120000	0.1	-0.027353
0.121667	0.1	-0.027353
0.123333	0.1	-0.027353
0.125000	0.1	-0.027353
0.126667	0.1	-0.027353
0.128333	0.1	-0.027353
0.130000	0.1	-0.027353
0.131667	0.1	-0.027353
0.133333	0.1	-0.027353
0.135000	0.1	-0.027353
0.136667	0.1	-0.027353
0.138333	0.1	-0.027353
0.140000	0.1	-0.027353
0.141667	0.1	-0.027353
0.143333	0.1	-0.027353
0.145000	0.1	-0.027353
0.146667	0.1	-0.027353
0.148333	0.1	-0.027353
0.150000	0.1	-0.027353
0.151667	0.1	-0.027353
0.153333	0.1	-0.027353
0.155000	0.1	-0.027353
0.156667	0.1	-0.027353
0.158333	0.1	0.018673
0.160000	0.1	0.008488
0.161667	0.1	0.010109
0.163333	0.1	0.011535
0.165000	0.1	0.013388
0.166667	0.1	0.014622
0.168333	0.1	0.017091
0.170000	0.1	0.019367
0.171667	0.1	0.020987
0.173333	0.1	0.023264
0.175000	0.1	0.024343
0.176667	0.1	0.025578
0.178333	0.1	0.027585
0.180000	0.1	0.030092
0.181667	0.1	0.031443
0.183333	0.1	0.034182
0.185000	0.1	0.037229
0.186667	0.1	0.038735
0.188333	0.1	0.042322
0.190000	0.1	0.044445
0.191667	0.1	0.047145
0.193333	0.1	0.049497
0.195000	0.1	0.051466
0.196667	0.1	0.055092
0.198333	0.1	0.056751
0.200000	0.1	0.059220
0.201667	0.1	0.063464
0.203333	0.1	0.069328
0.205000	0.1	0.077314
0.206667	0.1	0.081751
0.208333	0.1	0.083140
0.210000	0.1	0.084798
0.211667	0.1	0.086728
0.213333	0.1	0.089081
0.215000	0.1	0.091164
0.216667	0.1	0.093595
0.218333	0.1	0.096643
0.220000	0.1	0.099536
0.221667	0.1	0.101736
0.223333	0.1	0.105092
0.225000	0.1	0.108063
0.226667	0.1	0.111265
0.228333	0.1	0.115199
0.230000	0.1	0.118517
0.231667	0.1	0.122221
0.233333	0.1	0.125924
0.235000	0.1	0.129127
0.236667	0.1	0.133063
0.238333	0.1	0.137306
0.240000	0.1	0.141549
0.241667	0.1	0.144984
0.243333	0.1	0.148610
0.245000	0.1	0.152044
0.246667	0.1	0.155130
0.248333	0.1	0.159143
0.250000	0.1	0.163850
0.251667	0.1	0.166974
0.253333	0.1	0.171218
0.255000	0.1	0.174497
0.256667	0.1	0.178433
0.258333	0.1	0.182484
0.260000	0.1	0.186264
0.261667	0.1	0.189697
0.263333	0.1	0.193595
0.265000	0.1	0.198109
0.266667	0.1	0.202892
0.268333	0.1	0.206712
0.270000	0.1	0.210492
0.271667	0.1	0.213578
0.273333	0.1	0.216357
0.275000	0.1	0.220330
0.276667	0.1	0.223725
0.278333	0.1	0.228123
0.280000	0.1	0.231133
0.281667	0.1	0.235453
0.283333	0.1	0.239312
0.285000	0.1	0.242128
0.286667	0.1	0.246410
0.288333	0.1	0.249883
0.290000	0.1	0.255321
0.291667	0.1	0.259412
0.293333	0.1	0.263849
0.295000	0.1	0.268863
0.296667	0.1	0.271796
0.298333	0.1	0.275346
0.300000	0.1	0.279088
0.301667	0.1	0.283100
0.303333	0.1	0.286765
0.305000	0.1	0.290622
0.306667	0.1	0.295291
0.308333	0.1	0.300384
0.310000	0.1	0.305052
0.311667	0.1	0.309373
0.313333	0.1	0.312807
0.315000	0.1	0.316741
0.316667	0.1	0.320947
0.318333	0.1	0.325384
0.320000	0.1	0.329165
0.321667	0.1	0.333871
0.323333	0.1	0.338424
0.325000	0.1	0.343284
0.326667	0.1	0.347297
0.328333	0.1	0.352892
0.330000	0.1	0.358060
0.331667	0.1	0.363538
0.333333	0.1	0.367860
0.335000	0.1	0.374457
0.336667	0.1	0.378585
0.338333	0.1	0.378046
0.340000	0.1	0.380591
0.341667	0.1	0.384990
0.343333	0.1	0.388848
0.345000	0.1	0.393979
0.346667	0.1	0.399534
0.348333	0.1	0.404588
0.350000	0.1	0.408717
0.351667	0.1	0.414235
0.353333	0.1	0.418785
0.355000	0.1	0.422836
0.356667	0.1	0.428817
0.358333	0.1	0.431826
0.360000	0.1	0.437073
0.361667	0.1	0.440893
0.363333	0.1	0.445059
0.365000	0.1	0.449612
0.366667	0.1	0.453431
0.368333	0.1	0.457906
0.370000	0.1	0.461417
0.371667	0.1	0.465815
0.373333	0.1	0.469017
0.375000	0.1	0.473184
0.376667	0.1	0.476655
0.378333	0.1	0.480552
0.380000	0.1	0.483214
0.381667	0.1	0.486802
0.383333	0.1	0.490661
0.385000	0.1	0.495367
0.386667	0.1	0.499186
0.388333	0.1	0.502658
0.390000	0.1	0.507173
0.391667	0.1	0.512381
0.393333	0.1	0.516356
0.395000	0.1	0.521024
0.396667	0.1	0.524804
0.398333	0.1	0.529240
0.400000	0.1	0.532481
0.401667	0.1	0.537381
0.403333	0.1	0.541161
0.405000	0.1	0.545560
0.406667	0.1	0.549997
0.408333	0.1	0.554395
0.410000	0.1	0.558022
0.411667	0.1	0.562457
0.413333	0.1	0.568245
0.415000	0.1	0.572682
0.416667	0.1	0.575536
0.418333	0.1	0.580513
0.420000	0.1	0.583561
0.421667	0.1	0.587690
0.423333	0.1	0.591740
0.425000	0.1	0.595327
0.426667	0.1	0.599186
0.428333	0.1	0.602658
0.430000	0.1	0.606786
0.431667	0.1	0.609332
0.433333	0.1	0.613345
0.435000	0.1	0.617550
0.436667	0.1	0.621909
0.438333	0.1	0.625267
0.440000	0.1	0.627928
0.441667	0.1	0.632983
0.443333	0.1	0.636917
0.445000	0.1	0.641546
0.446667	0.1	0.645521
0.448333	0.1	0.650304
0.450000	0.1	0.654317
0.451667	0.1	0.657404
0.453333	0.1	0.660798
0.455000	0.1	0.665582
0.456667	0.1	0.669556
0.458333	0.1	0.672256
0.460000	0.1	0.675266
0.461667	0.1	0.679200
0.463333	0.1	0.682943
0.465000	0.1	0.686802
0.466667	0.1	0.690235
0.468333	0.1	0.693939
0.470000	0.1	0.697912
0.471667	0.1	0.702310
0.473333	0.1	0.705011
0.475000	0.1	0.708985
0.476667	0.1	0.712573
0.478333	0.1	0.716469
0.480000	0.1	0.718476
0.481667	0.1	0.723259
0.483333	0.1	0.726424
0.485000	0.1	0.730704
0.486667	0.1	0.734138
0.488333	0.1	0.738421
0.490000	0.1	0.741738
0.491667	0.1	0.745326
0.493333	0.1	0.749687
0.495000	0.1	0.752966
0.496667	0.1	0.757325
0.498333	0.1	0.760644
0.500000	0.1	0.763960
0.501667	0.1	0.768128
0.503333	0.1	0.770635
0.505000	0.1	0.775072
0.506667	0.1	0.779238
0.508333	0.1	0.783636
0.510000	0.1	0.787495
0.511667	0.1	0.790466
0.513333	0.1	0.792163
0.515000	0.1	0.796291
0.516667	0.1	0.799725
0.518333	0.1	0.803468
0.520000	0.1	0.806902
0.521667	0.1	0.810104
0.523333	0.1	0.812997
0.525000	0.1	0.816276
0.526667	0.1	0.819130
0.528333	0.1	0.822564
0.530000	0.1	0.826036
0.531667	0.1	0.829586
0.533333	0.1	0.832595
0.535000	0.1	0.836260
0.536667	0.1	0.840117
0.538333	0.1	0.844439
0.540000	0.1	0.847486
0.541667	0.1	0.850690
0.543333	0.1	0.855898
0.545000	0.1	0.859214
0.546667	0.1	0.862611
0.548333	0.1	0.865041
0.550000	0.1	0.869555
0.551667	0.1	0.872294
0.553333	0.1	0.874763
0.555000	0.1	0.878043
0.556667	0.1	0.881205
0.558333	0.1	0.883444
0.560000	0.1	0.887340
0.561667	0.1	0.891430
0.563333	0.1	0.892819
0.565000	0.1	0.895249
0.566667	0.1	0.897872
0.568333	0.1	0.900342
0.570000	0.1	0.903004
0.571667	0.1	0.906746
0.573333	0.1	0.909754
0.575000	0.1	0.912880
0.576667	0.1	0.915967
0.578333	0.1	0.918860
0.580000	0.1	0.920480
0.581667	0.1	0.924299
0.583333	0.1	0.926499
0.585000	0.1	0.928891
0.586667	0.1	0.931862
0.588333	0.1	0.933366
0.590000	0.1	0.936260
0.591667	0.1	0.938652
0.593333	0.1	0.942318
0.595000	0.1	0.945248
0.596667	0.1	0.947526
0.598333	0.1	0.950419
0.600000	0.1	0.952811
0.601667	0.1	0.956591
0.603333	0.1	0.959330
0.605000	0.1	0.961028
0.606667	0.1	0.963921
0.608333	0.1	0.967046
0.610000	0.1	0.969361
0.611667	0.1	0.972525
0.613333	0.1	0.975070
0.615000	0.1	0.977848
0.616667	0.1	0.980664
0.618333	0.1	0.982401
0.620000	0.1	0.985873
0.621667	0.1	0.989113
0.623333	0.1	0.992278
0.625000	0.1	0.995094
