File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/714.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	90
Position	6
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	30-Apr-25
Injection Time	00:21:58
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.688115
Signal Max.	134.823914
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.962807
0.000667	0.04	12.956851
0.001333	0.04	12.985954
0.002000	0.04	12.997231
0.002667	0.04	13.015811
0.003333	0.04	13.033743
0.004000	0.04	13.039726
0.004667	0.04	13.039067
0.005333	0.04	13.023108
0.006000	0.04	13.007838
0.006667	0.04	13.013808
0.007333	0.04	12.997231
0.008000	0.04	13.002534
0.008667	0.04	13.011160
0.009333	0.04	12.987945
0.010000	0.04	12.996574
0.010667	0.04	12.950906
0.011333	0.04	12.930439
0.012000	0.04	12.929126
0.012667	0.04	12.875833
0.013333	0.04	12.847617
0.014000	0.04	12.831250
0.014667	0.04	12.822744
0.015333	0.04	12.782269
0.016000	0.04	12.802493
0.016667	0.04	12.807063
0.017333	0.04	12.804447
0.018000	0.04	12.827320
0.018667	0.04	12.834526
0.019333	0.04	12.843697
0.020000	0.04	12.843026
0.020667	0.04	12.843697
0.021333	0.04	12.841722
0.022000	0.04	12.894881
0.022667	0.04	12.888301
0.023333	0.04	12.861384
0.024000	0.04	12.893572
0.024667	0.04	12.872553
0.025333	0.04	12.881743
0.026000	0.04	12.903437
0.026667	0.04	12.917924
0.027333	0.04	12.932426
0.028000	0.04	12.885017
0.028667	0.04	12.892906
0.029333	0.04	12.908708
0.030000	0.04	12.879106
0.030667	0.04	12.867296
0.031333	0.04	12.866639
0.032000	0.04	12.848928
0.032667	0.04	12.874511
0.033333	0.04	12.896206
0.034000	0.04	12.895539
0.034667	0.04	12.923186
0.035333	0.04	12.915945
0.036000	0.04	12.896856
0.036667	0.04	12.902771
0.037333	0.04	12.907391
0.038000	0.04	12.892256
0.038667	0.04	12.896856
0.039333	0.04	12.896856
0.040000	0.04	12.884359
0.040667	0.04	12.898174
0.041333	0.04	12.923854
0.042000	0.04	12.904101
0.042667	0.04	12.945632
0.043333	0.04	12.932426
0.044000	0.04	12.948255
0.044667	0.04	12.956182
0.045333	0.04	12.954867
0.046000	0.04	13.011160
0.046667	0.04	12.995234
0.047333	0.04	12.989934
0.048000	0.04	13.015145
0.048667	0.04	13.014474
0.049333	0.04	13.018468
0.050000	0.04	13.046392
0.050667	0.04	13.029758
0.051333	0.04	13.035068
0.052000	0.04	13.027762
0.052667	0.04	12.999221
0.053333	0.04	13.016475
0.054000	0.04	12.982655
0.054667	0.04	12.995903
0.055333	0.04	12.964778
