File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/362.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	58
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	13:00:24
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.369398
Signal Max.	136.759857
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.537641
0.000667	0.04	12.554253
0.001333	0.04	12.555550
0.002000	0.04	12.535073
0.002667	0.04	12.546584
0.003333	0.04	12.552986
0.004000	0.04	12.535073
0.004667	0.04	12.512729
0.005333	0.04	12.526770
0.006000	0.04	12.526770
0.006667	0.04	12.515917
0.007333	0.04	12.540820
0.008000	0.04	12.556183
0.008667	0.04	12.515285
0.009333	0.04	12.538914
0.010000	0.04	12.539541
0.010667	0.04	12.519118
0.011333	0.04	12.521662
0.012000	0.04	12.526131
0.012667	0.04	12.538274
0.013333	0.04	12.515917
0.014000	0.04	12.495520
0.014667	0.04	12.444040
0.015333	0.04	12.439593
0.016000	0.04	12.395917
0.016667	0.04	12.416157
0.017333	0.04	12.425014
0.018000	0.04	12.454182
0.018667	0.04	12.444662
0.019333	0.04	12.480875
0.020000	0.04	12.487873
0.020667	0.04	12.469431
0.021333	0.04	12.496158
0.022000	0.04	12.512729
0.022667	0.04	12.504434
0.023333	0.04	12.540820
0.024000	0.04	12.548500
0.024667	0.04	12.565147
0.025333	0.04	12.540188
0.026000	0.04	12.579898
0.026667	0.04	12.532515
0.027333	0.04	12.528689
0.028000	0.04	12.533160
0.028667	0.04	12.561941
0.029333	0.04	12.552986
0.030000	0.04	12.584380
0.030667	0.04	12.616497
0.031333	0.04	12.635816
0.032000	0.04	12.637098
0.032667	0.04	12.632598
0.033333	0.04	12.635816
0.034000	0.04	12.648704
0.034667	0.04	12.646121
