File Path	chrom://uu-fts-mto-2-pc/ChromeleonLocal/machine data/Ramon/Robin/Annemarie/20250428-Co10TiO2-20Bar-10Co_20H2_3Ar_7N2-410Red-220FTS/1-100-202504288-Co10TiO2-20Bar-10CO_20H2_3Ar_7N2-410Red-220FTS.seq/252.smp/FID.channel/FID.chm
Channel	FID

Injection Information:
Data Vault	ChromeleonLocal
Injection	20230523_AK001_CO2
Injection Number	84
Position	3
Comment	
Processing Method	PW 20220328 final_Angela_wip_Ni
Instrument Method	IM_new_FID_column PW_AMshort_isotherm_170C
Type	Unknown
Status	Finished
Injection Date	29-Apr-25
Injection Time	22:14:12
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	20.000000
Data Points	30001
Detector	GC
Generating Data System	Chromeleon 7.2.2.6909
Exporting Data System	Chromeleon 7.2.2.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	12.600425
Signal Max.	139.483597
Channel	FID
Driver Name	Trace1300Driver.dll
Channel Type	Evaluation
Min. Step (s)	0.04
Max. Step (s)	0.04
Average Step (s)	0.04

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (pA)
0.000000	n.a.	12.902771
0.000667	0.04	12.886333
0.001333	0.04	12.866639
0.002000	0.04	12.892906
0.002667	0.04	12.881085
0.003333	0.04	12.898174
0.004000	0.04	12.906079
0.004667	0.04	12.902119
0.005333	0.04	12.883038
0.006000	0.04	12.883709
0.006667	0.04	12.890281
0.007333	0.04	12.868610
0.008000	0.04	12.890281
0.008667	0.04	12.896206
0.009333	0.04	12.886333
0.010000	0.04	12.892256
0.010667	0.04	12.890281
0.011333	0.04	12.881743
0.012000	0.04	12.881085
0.012667	0.04	12.864668
0.013333	0.04	12.824715
0.014000	0.04	12.780331
0.014667	0.04	12.739325
0.015333	0.04	12.717908
0.016000	0.04	12.726980
0.016667	0.04	12.716609
0.017333	0.04	12.739968
0.018000	0.04	12.745824
0.018667	0.04	12.752318
0.019333	0.04	12.753613
0.020000	0.04	12.749722
0.020667	0.04	12.766636
0.021333	0.04	12.771845
0.022000	0.04	12.779013
0.022667	0.04	12.775099
0.023333	0.04	12.812287
0.024000	0.04	12.804447
0.024667	0.04	12.785531
0.025333	0.04	12.786177
0.026000	0.04	12.792046
0.026667	0.04	12.809671
0.027333	0.04	12.812287
0.028000	0.04	12.816868
0.028667	0.04	12.809671
0.029333	0.04	12.822744
0.030000	0.04	12.826673
0.030667	0.04	12.814905
0.031333	0.04	12.800525
0.032000	0.04	12.828645
0.032667	0.04	12.826673
0.033333	0.04	12.810325
0.034000	0.04	12.821434
0.034667	0.04	12.829277
0.035333	0.04	12.809017
0.036000	0.04	12.806401
0.036667	0.04	12.810987
0.037333	0.04	12.799892
0.038000	0.04	12.759475
0.038667	0.04	12.770541
0.039333	0.04	12.776410
0.040000	0.04	12.793360
0.040667	0.04	12.756878
0.041333	0.04	12.778359
0.042000	0.04	12.786177
0.042667	0.04	12.787497
0.043333	0.04	12.788782
0.044000	0.04	12.811633
0.044667	0.04	12.796618
0.045333	0.04	12.810987
0.046000	0.04	12.818169
0.046667	0.04	12.780331
0.047333	0.04	12.827975
0.048000	0.04	12.818169
0.048667	0.04	12.805107
0.049333	0.04	12.846960
0.050000	0.04	12.841722
0.050667	0.04	12.846960
0.051333	0.04	12.817522
0.052000	0.04	12.829277
0.052667	0.04	12.818169
0.053333	0.04	12.809671
0.054000	0.04	12.799892
0.054667	0.04	12.782920
0.055333	0.04	12.765339
0.056000	0.04	12.776410
0.056667	0.04	12.775099
0.057333	0.04	12.763371
0.058000	0.04	12.767940
0.058667	0.04	12.755568
0.059333	0.04	12.779672
0.060000	0.04	12.790094
0.060667	0.04	12.797926
0.061333	0.04	12.805755
0.062000	0.04	12.819477
0.062667	0.04	12.812287
0.063333	0.04	12.814243
0.064000	0.04	12.862698
0.064667	0.04	12.848280
0.065333	0.04	12.835823
0.066000	0.04	12.852217
0.066667	0.04	12.866639
0.067333	0.04	12.855476
0.068000	0.04	12.867953
0.068667	0.04	12.818823
0.069333	0.04	12.807723
0.070000	0.04	12.814243
0.070667	0.04	12.803147
0.071333	0.04	12.805107
0.072000	0.04	12.780970
0.072667	0.04	12.782920
0.073333	0.04	12.799892
0.074000	0.04	12.756878
0.074667	0.04	12.767940
0.075333	0.04	12.733465
0.076000	0.04	12.726336
0.076667	0.04	12.751675
0.077333	0.04	12.738018
0.078000	0.04	12.759475
0.078667	0.04	12.758180
0.079333	0.04	12.749722
0.080000	0.04	12.762089
0.080667	0.04	12.749071
0.081333	0.04	12.767282
0.082000	0.04	12.765984
0.082667	0.04	12.739325
0.083333	0.04	12.747768
0.084000	0.04	12.761423
0.084667	0.04	12.752318
0.085333	0.04	12.756226
0.086000	0.04	12.758180
0.086667	0.04	12.765339
0.087333	0.04	12.734117
0.088000	0.04	12.737367
0.088667	0.04	12.769889
0.089333	0.04	12.771198
0.090000	0.04	12.755568
0.090667	0.04	12.754923
0.091333	0.04	12.777056
0.092000	0.04	12.773801
0.092667	0.04	12.762089
0.093333	0.04	12.758831
0.094000	0.04	12.779672
0.094667	0.04	12.765984
0.095333	0.04	12.779672
0.096000	0.04	12.764035
0.096667	0.04	12.790094
0.097333	0.04	12.809671
0.098000	0.04	12.827975
0.098667	0.04	12.812942
0.099333	0.04	12.819477
0.100000	0.04	12.853508
0.100667	0.04	12.843026
0.101333	0.04	12.842391
0.102000	0.04	12.860078
0.102667	0.04	12.873867
0.103333	0.04	12.896206
0.104000	0.04	12.904101
0.104667	0.04	12.881743
0.105333	0.04	12.899491
0.106000	0.04	12.881743
0.106667	0.04	12.883709
0.107333	0.04	12.854184
0.108000	0.04	12.892256
0.108667	0.04	12.881085
0.109333	0.04	12.857447
0.110000	0.04	12.866639
0.110667	0.04	12.867296
0.111333	0.04	12.873867
0.112000	0.04	12.854184
0.112667	0.04	12.848928
0.113333	0.04	12.842391
0.114000	0.04	12.836486
0.114667	0.04	12.836486
0.115333	0.04	12.827320
0.116000	0.04	12.832561
0.116667	0.04	12.858759
0.117333	0.04	12.850904
0.118000	0.04	12.872553
0.118667	0.04	12.873203
0.119333	0.04	12.864011
0.120000	0.04	12.858759
0.120667	0.04	12.879106
0.121333	0.04	12.858759
0.122000	0.04	12.870574
0.122667	0.04	12.857447
0.123333	0.04	12.854834
0.124000	0.04	12.882386
0.124667	0.04	12.896206
0.125333	0.04	12.910018
0.126000	0.04	12.892906
0.126667	0.04	12.908708
0.127333	0.04	12.890281
0.128000	0.04	12.908042
0.128667	0.04	12.890281
0.129333	0.04	12.910670
0.130000	0.04	12.929779
0.130667	0.04	12.931113
0.131333	0.04	12.923854
0.132000	0.04	12.901467
0.132667	0.04	12.910018
0.133333	0.04	12.907391
0.134000	0.04	12.885017
0.134667	0.04	12.888301
0.135333	0.04	12.898811
0.136000	0.04	12.872553
0.136667	0.04	12.885675
0.137333	0.04	12.856140
0.138000	0.04	12.854184
0.138667	0.04	12.858759
0.139333	0.04	12.851553
0.140000	0.04	12.861384
0.140667	0.04	12.848280
0.141333	0.04	12.857447
0.142000	0.04	12.864668
0.142667	0.04	12.849578
0.143333	0.04	12.881743
0.144000	0.04	12.896206
0.144667	0.04	12.887649
0.145333	0.04	12.860078
0.146000	0.04	12.881085
0.146667	0.04	12.883709
0.147333	0.04	12.878454
0.148000	0.04	12.872553
0.148667	0.04	12.883709
0.149333	0.04	12.856140
0.150000	0.04	12.884359
0.150667	0.04	12.894223
0.151333	0.04	12.908708
0.152000	0.04	12.889623
0.152667	0.04	12.909359
0.153333	0.04	12.913975
0.154000	0.04	12.919895
0.154667	0.04	12.923854
0.155333	0.04	12.925825
0.156000	0.04	12.939685
0.156667	0.04	12.933087
0.157333	0.04	12.935068
0.158000	0.04	12.894223
0.158667	0.04	12.881743
0.159333	0.04	12.868610
0.160000	0.04	12.858759
0.160667	0.04	12.851553
0.161333	0.04	12.848928
0.162000	0.04	12.864011
0.162667	0.04	12.827975
0.163333	0.04	12.858102
0.164000	0.04	12.871238
0.164667	0.04	12.883709
0.165333	0.04	12.881743
0.166000	0.04	12.904740
0.166667	0.04	12.911990
0.167333	0.04	12.915945
0.168000	0.04	12.917924
0.168667	0.04	12.954867
0.169333	0.04	12.908708
0.170000	0.04	12.925825
0.170667	0.04	12.906079
0.171333	0.04	12.896856
0.172000	0.04	12.911337
0.172667	0.04	12.933747
0.173333	0.04	12.929126
0.174000	0.04	12.992587
0.174667	0.04	12.983311
0.175333	0.04	12.956851
0.176000	0.04	12.950245
0.176667	0.04	12.954867
0.177333	0.04	12.933747
0.178000	0.04	12.936382
0.178667	0.04	12.923186
0.179333	0.04	12.884359
0.180000	0.04	12.877132
0.180667	0.04	12.860078
0.181333	0.04	12.888958
0.182000	0.04	12.902119
0.182667	0.04	12.877132
0.183333	0.04	12.869260
0.184000	0.04	12.881085
0.184667	0.04	12.879770
0.185333	0.04	12.882386
0.186000	0.04	12.879106
0.186667	0.04	12.902119
0.187333	0.04	12.909359
0.188000	0.04	12.915278
0.188667	0.04	12.923854
0.189333	0.04	12.903437
0.190000	0.04	12.914626
0.190667	0.04	12.885017
0.191333	0.04	12.888958
0.192000	0.04	12.866639
0.192667	0.04	12.862048
0.193333	0.04	12.864668
0.194000	0.04	12.836486
0.194667	0.04	12.856140
0.195333	0.04	12.829277
0.196000	0.04	12.817522
0.196667	0.04	12.775099
0.197333	0.04	12.816214
0.198000	0.04	12.835175
0.198667	0.04	12.825362
0.199333	0.04	12.805755
0.200000	0.04	12.822744
0.200667	0.04	12.801187
0.201333	0.04	12.825362
0.202000	0.04	12.829277
0.202667	0.04	12.835175
0.203333	0.04	12.814243
0.204000	0.04	12.795320
0.204667	0.04	12.764035
0.205333	0.04	12.737367
0.206000	0.04	12.751675
0.206667	0.04	12.790740
0.207333	0.04	12.765339
0.208000	0.04	12.771198
0.208667	0.04	12.764035
0.209333	0.04	12.779672
0.210000	0.04	12.736073
0.210667	0.04	12.723096
0.211333	0.04	12.703651
0.212000	0.04	12.708179
0.212667	0.04	12.710125
0.213333	0.04	12.706232
0.214000	0.04	12.710125
0.214667	0.04	12.738018
0.215333	0.04	12.736724
0.216000	0.04	12.771198
0.216667	0.04	12.765984
0.217333	0.04	12.787497
0.218000	0.04	12.774446
0.218667	0.04	12.765984
0.219333	0.04	12.734117
0.220000	0.04	12.758831
0.220667	0.04	12.756226
0.221333	0.04	12.754272
0.222000	0.04	12.758180
0.222667	0.04	12.803802
0.223333	0.04	12.751017
0.224000	0.04	12.782920
0.224667	0.04	12.754272
0.225333	0.04	12.746474
0.226000	0.04	12.716609
0.226667	0.04	12.726980
0.227333	0.04	12.749071
0.228000	0.04	12.702348
